rank,title,singer,album,date,like,week
83,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.12.06 ~ 2021.12.12,399749,2
84,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.12.06 ~ 2021.12.12,208053,2
85,하루만 더,빅마마,하루만 더,2021.12.06 ~ 2021.12.12,62011,2
86,Lovesick Girls,BLACKPINK,THE ALBUM,2021.12.06 ~ 2021.12.12,237714,2
87,SIGN (Feat. 미란이) (Prod. 코드 쿤스트),"SINCE, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Final,2021.12.06 ~ 2021.12.12,18020,2
88,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,2021.12.06 ~ 2021.12.12,52438,2
89,지나고 보면 (Feat. 화사 & MINO) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Final,2021.12.06 ~ 2021.12.12,22384,2
90,가시 (Prod. 코드 쿤스트),"조광일, 개코, 저스디스 (JUSTHIS), 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 2,2021.12.06 ~ 2021.12.12,29698,2
91,잊었니,임영웅,사랑의 콜센타 PART60,2021.12.06 ~ 2021.12.12,43199,2
92,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,2021.12.06 ~ 2021.12.12,78398,2
93,Life Goes On,방탄소년단,BE,2021.12.06 ~ 2021.12.12,245671,2
94,"BE ! (Feat. 팔로알토, lIlBOI) (Prod. PEEJAY & Slom)",sokodomo,쇼미더머니 10 Semi Final,2021.12.06 ~ 2021.12.12,26475,2
95,어제 너는 나를 버렸어,10CM,The 3rd EP,2021.12.06 ~ 2021.12.12,53981,2
96,METEOR,창모 (CHANGMO),Boyhood,2021.12.06 ~ 2021.12.12,307063,2
97,잠이 오질 않네요,장범준,잠이 오질 않네요,2021.12.06 ~ 2021.12.12,169535,2
98,"Hey Mama (Feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,2021.12.06 ~ 2021.12.12,64438,2
99,오래된 노래,스탠딩 에그,오래된 노래,2021.12.06 ~ 2021.12.12,272069,2
100,"FACE TIME (Feat. 기리보이, pH-1, 개코) (Prod. 코드 쿤스트)","SINCE, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Semi Final,2021.12.06 ~ 2021.12.12,18859,2
1,Counting Stars (Feat. Beenzino),BE'O (비오),Counting Stars,2021.12.13 ~ 2021.12.19,172091,3
2,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Episode 3,2021.12.13 ~ 2021.12.19,195551,3
3,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,2021.12.13 ~ 2021.12.19,226934,3
4,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),쇼미더머니 10 Episode 3,2021.12.13 ~ 2021.12.19,138460,3
5,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student,쇼미더머니 10 Semi Final,2021.12.13 ~ 2021.12.19,84700,3
6,ELEVEN,IVE (아이브),ELEVEN,2021.12.13 ~ 2021.12.19,192149,3
7,strawberry moon,아이유,strawberry moon,2021.12.13 ~ 2021.12.19,230900,3
8,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight), unofficialboyy, BE'O (비오), 지구인, Mudd the student",쇼미더머니 10 Episode 1,2021.12.13 ~ 2021.12.19,108721,3
9,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2021.12.13 ~ 2021.12.19,212172,3
10,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2021.12.13 ~ 2021.12.19,188412,3
11,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2021.12.13 ~ 2021.12.19,236569,3
12,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Final,2021.12.13 ~ 2021.12.19,89476,3
13,Wake Up (Prod. 코드 쿤스트),"개코, 아우릴고트 (OUREALGOAT), SINCE, 안병웅, Tabber, 조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 1,2021.12.13 ~ 2021.12.19,102949,3
14,신호등,이무진,신호등,2021.12.13 ~ 2021.12.19,302816,3
15,Santa Tell Me,Ariana Grande,Santa Tell Me,2021.12.13 ~ 2021.12.19,246443,3
16,매일 크리스마스 (Everyday Christmas),다비치,매일 크리스마스 (Everyday Christmas),2021.12.13 ~ 2021.12.19,31919,3
17,Savage,aespa,Savage - The 1st Mini Album,2021.12.13 ~ 2021.12.19,162370,3
18,STAY,"The Kid LAROI, Justin Bieber",Stay,2021.12.13 ~ 2021.12.19,283161,3
19,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2021.12.13 ~ 2021.12.19,135137,3
20,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Semi Final,2021.12.13 ~ 2021.12.19,54910,3
21,Next Level,aespa,Next Level,2021.12.13 ~ 2021.12.19,264368,3
22,너를 생각해,주시크 (Joosiq),너를 생각해,2021.12.13 ~ 2021.12.19,158613,3
23,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)",OHAYO MY NIGHT,2021.12.13 ~ 2021.12.19,221501,3
24,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,2021.12.13 ~ 2021.12.19,191295,3
25,문득,BE'O (비오),Bipolar,2021.12.13 ~ 2021.12.19,141817,3
26,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,2021.12.13 ~ 2021.12.19,186127,3
27,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2021.12.13 ~ 2021.12.19,180205,3
28,Butter,방탄소년단,Butter,2021.12.13 ~ 2021.12.19,296560,3
29,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2021.12.13 ~ 2021.12.19,265314,3
30,My Universe,"Coldplay, 방탄소년단",My Universe,2021.12.13 ~ 2021.12.19,179350,3
31,Permission to Dance,방탄소년단,Butter / Permission to Dance,2021.12.13 ~ 2021.12.19,230591,3
32,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)","조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Semi Final,2021.12.13 ~ 2021.12.19,42812,3
33,Peaches (Feat. Daniel Caesar & Giveon),Justin Bieber,Justice (The Complete Edition),2021.12.13 ~ 2021.12.19,225499,3
34,Last Christmas,Ariana Grande,Christmas Kisses,2021.12.13 ~ 2021.12.19,70456,3
35,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2021.12.13 ~ 2021.12.19,171261,3
36,헤픈 우연,헤이즈 (Heize),HAPPEN,2021.12.13 ~ 2021.12.19,199476,3
37,흰눈,먼데이 키즈 (Monday Kiz),흰눈,2021.12.13 ~ 2021.12.19,43984,3
38,Weekend,태연 (TAEYEON),Weekend,2021.12.13 ~ 2021.12.19,199274,3
39,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.12.13 ~ 2021.12.19,462989,3
40,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타),쇼미더머니 10 Episode 3,2021.12.13 ~ 2021.12.19,36807,3
41,Celebrity,아이유,IU 5th Album 'LILAC',2021.12.13 ~ 2021.12.19,340920,3
42,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.12.13 ~ 2021.12.19,230581,3
43,Bad Habits,Ed Sheeran,=,2021.12.13 ~ 2021.12.19,137994,3
44,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),멜로망스,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),2021.12.13 ~ 2021.12.19,42424,3
45,라일락,아이유,IU 5th Album 'LILAC',2021.12.13 ~ 2021.12.19,259905,3
46,고백,멜로망스,세 번째 '고백',2021.12.13 ~ 2021.12.19,110527,3
47,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.12.13 ~ 2021.12.19,436833,3
48,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,2021.12.13 ~ 2021.12.19,172401,3
49,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,2021.12.13 ~ 2021.12.19,98176,3
50,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.12.13 ~ 2021.12.19,174414,3
51,탕!♡,MINO (송민호),"""TO INFINITY.""",2021.12.13 ~ 2021.12.19,46788,3
52,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),2021.12.13 ~ 2021.12.19,75855,3
53,너와 나의 Memories,"염따, TOIL, KOONTA (쿤타), 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영",쇼미더머니 10 Episode 1,2021.12.13 ~ 2021.12.19,43013,3
54,롤린 (Rollin'),브레이브걸스,Rollin',2021.12.13 ~ 2021.12.19,300633,3
55,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,2021.12.13 ~ 2021.12.19,110043,3
56,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,2021.12.13 ~ 2021.12.19,134513,3
57,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.12.13 ~ 2021.12.19,216247,3
58,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.12.13 ~ 2021.12.19,438880,3
59,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,2021.12.13 ~ 2021.12.19,92569,3
60,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),2021.12.13 ~ 2021.12.19,87309,3
61,DUMB DUMB,전소미,DUMB DUMB,2021.12.13 ~ 2021.12.19,103240,3
62,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,2021.12.13 ~ 2021.12.19,168230,3
63,Blueming,아이유,Love poem,2021.12.13 ~ 2021.12.19,364418,3
64,밤새 서로 미루다,"존박, 전미도",밤새 서로 미루다,2021.12.13 ~ 2021.12.19,23084,3
65,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.12.13 ~ 2021.12.19,289426,3
66,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,2021.12.13 ~ 2021.12.19,120628,3
67,Off My Face,Justin Bieber,Justice (The Complete Edition),2021.12.13 ~ 2021.12.19,190128,3
68,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.12.13 ~ 2021.12.19,243460,3
69,나 그댈위해 시 한편을 쓰겠어,케이시 (Kassy),옛이야기,2021.12.13 ~ 2021.12.19,50289,3
70,멜로디,ASH ISLAND,멜로디,2021.12.13 ~ 2021.12.19,152783,3
71,"08베이식 (Feat. 염따, punchnello)",베이식 (Basick),쇼미더머니 10 Semi Final,2021.12.13 ~ 2021.12.19,28718,3
72,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.12.13 ~ 2021.12.19,96482,3
73,Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,2021.12.13 ~ 2021.12.19,123149,3
74,SCIENTIST,TWICE (트와이스),Formula of Love: O+T=<3,2021.12.13 ~ 2021.12.19,44384,3
75,TROUBLE (Prod. Slom),"Don Mills, Northfacegawd, sokodomo, Khakii (카키), 에이체스 (A-Chess)",쇼미더머니 10 Episode 1,2021.12.13 ~ 2021.12.19,40436,3
76,그대라는 사치,임영웅,사랑의 콜센타 PART62,2021.12.13 ~ 2021.12.19,44577,3
77,"Reset (Feat. 개코, Kid Milli) (Prod. 코드 쿤스트)","SINCE, Tabber, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 3,2021.12.13 ~ 2021.12.19,30857,3
78,다음생이 있다면 당신을 만나서 다시 사랑할래요,임재현,다음생이 있다면 당신을 만나서 다시 사랑할래요,2021.12.13 ~ 2021.12.19,25605,3
79,ASAP,STAYC(스테이씨),STAYDOM,2021.12.13 ~ 2021.12.19,155574,3
80,"너의 밤,너의 별,너의 달(Prod.로코베리)","기리보이, 김유정","너의 밤,너의 별,너의 달",2021.12.13 ~ 2021.12.19,30063,3
81,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.12.13 ~ 2021.12.19,445217,3
82,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.12.13 ~ 2021.12.19,561683,3
83,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.12.13 ~ 2021.12.19,399749,3
84,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,2021.12.13 ~ 2021.12.19,52438,3
85,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.12.13 ~ 2021.12.19,208053,3
86,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2,2021.12.13 ~ 2021.12.19,64750,3
87,Lovesick Girls,BLACKPINK,THE ALBUM,2021.12.13 ~ 2021.12.19,237714,3
88,"UP해 (Feat. 박재범, 우원재) (Prod. 코드 쿤스트)","SINCE, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Final,2021.12.13 ~ 2021.12.19,18440,3
89,잊었니,임영웅,사랑의 콜센타 PART60,2021.12.13 ~ 2021.12.19,43199,3
90,하루만 더,빅마마,하루만 더,2021.12.13 ~ 2021.12.19,62011,3
91,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,2021.12.13 ~ 2021.12.19,78398,3
92,Life Goes On,방탄소년단,BE,2021.12.13 ~ 2021.12.19,245671,3
93,가리온 (Feat. 다이나믹 듀오) (Prod. Primary),조광일,쇼미더머니 10 Final,2021.12.13 ~ 2021.12.19,17212,3
94,HERO,임영웅,HERO,2021.12.13 ~ 2021.12.19,77055,3
95,끝사랑,임영웅,사랑의 콜센타 PART61,2021.12.13 ~ 2021.12.19,40398,3
96,METEOR,창모 (CHANGMO),Boyhood,2021.12.13 ~ 2021.12.19,307063,3
97,Universe (Let's Play Ball),NCT U,Universe - The 3rd Album,2021.12.13 ~ 2021.12.19,58059,3
98,잠이 오질 않네요,장범준,잠이 오질 않네요,2021.12.13 ~ 2021.12.19,169535,3
99,오래된 노래,스탠딩 에그,오래된 노래,2021.12.13 ~ 2021.12.19,272069,3
100,바래 (Feat. 정인) (Prod. TOIL),KOONTA (쿤타),쇼미더머니 10 Semi Final,2021.12.13 ~ 2021.12.19,20370,3
1,Counting Stars (Feat. Beenzino),BE'O (비오),Counting Stars,2021.12.20 ~ 2021.12.26,172091,4
2,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,2021.12.20 ~ 2021.12.26,226934,4
3,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Episode 3,2021.12.20 ~ 2021.12.26,195551,4
4,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2021.12.20 ~ 2021.12.26,236569,4
5,ELEVEN,IVE (아이브),ELEVEN,2021.12.20 ~ 2021.12.26,192149,4
6,Santa Tell Me,Ariana Grande,Santa Tell Me,2021.12.20 ~ 2021.12.26,246443,4
7,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),쇼미더머니 10 Episode 3,2021.12.20 ~ 2021.12.26,138460,4
8,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student,쇼미더머니 10 Semi Final,2021.12.20 ~ 2021.12.26,84700,4
9,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2021.12.20 ~ 2021.12.26,135137,4
10,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2021.12.20 ~ 2021.12.26,212172,4
11,strawberry moon,아이유,strawberry moon,2021.12.20 ~ 2021.12.26,230900,4
12,매일 크리스마스 (Everyday Christmas),다비치,매일 크리스마스 (Everyday Christmas),2021.12.20 ~ 2021.12.26,31919,4
13,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2021.12.20 ~ 2021.12.26,180205,4
14,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2021.12.20 ~ 2021.12.26,188412,4
15,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight), unofficialboyy, BE'O (비오), 지구인, Mudd the student",쇼미더머니 10 Episode 1,2021.12.20 ~ 2021.12.26,108721,4
16,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2021.12.20 ~ 2021.12.26,265314,4
17,신호등,이무진,신호등,2021.12.20 ~ 2021.12.26,302816,4
18,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2021.12.20 ~ 2021.12.26,171261,4
19,Last Christmas,Ariana Grande,Christmas Kisses,2021.12.20 ~ 2021.12.26,70456,4
20,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Final,2021.12.20 ~ 2021.12.26,89476,4
21,Savage,aespa,Savage - The 1st Mini Album,2021.12.20 ~ 2021.12.26,162370,4
22,STAY,"The Kid LAROI, Justin Bieber",Stay,2021.12.20 ~ 2021.12.26,283161,4
23,Wake Up (Prod. 코드 쿤스트),"개코, 아우릴고트 (OUREALGOAT), SINCE, 안병웅, Tabber, 조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 1,2021.12.20 ~ 2021.12.26,102949,4
24,Next Level,aespa,Next Level,2021.12.20 ~ 2021.12.26,264368,4
25,너를 생각해,주시크 (Joosiq),너를 생각해,2021.12.20 ~ 2021.12.26,158613,4
26,취중고백,김민석,취중고백,2021.12.20 ~ 2021.12.26,183394,4
27,Still I Love You,토요태,Still I Love You,2021.12.20 ~ 2021.12.26,32914,4
28,흰눈,먼데이 키즈 (Monday Kiz),흰눈,2021.12.20 ~ 2021.12.26,43984,4
29,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)",OHAYO MY NIGHT,2021.12.20 ~ 2021.12.26,221501,4
30,문득,BE'O (비오),Bipolar,2021.12.20 ~ 2021.12.26,141817,4
31,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,2021.12.20 ~ 2021.12.26,191295,4
32,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Semi Final,2021.12.20 ~ 2021.12.26,54910,4
33,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,2021.12.20 ~ 2021.12.26,186127,4
34,Butter,방탄소년단,Butter,2021.12.20 ~ 2021.12.26,296560,4
35,My Universe,"Coldplay, 방탄소년단",My Universe,2021.12.20 ~ 2021.12.26,179350,4
36,Permission to Dance,방탄소년단,Butter / Permission to Dance,2021.12.20 ~ 2021.12.26,230591,4
37,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),멜로망스,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),2021.12.20 ~ 2021.12.26,42424,4
38,헤픈 우연,헤이즈 (Heize),HAPPEN,2021.12.20 ~ 2021.12.26,199476,4
39,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.12.20 ~ 2021.12.26,462989,4
40,Weekend,태연 (TAEYEON),Weekend,2021.12.20 ~ 2021.12.26,199274,4
41,Celebrity,아이유,IU 5th Album 'LILAC',2021.12.20 ~ 2021.12.26,340920,4
42,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.12.20 ~ 2021.12.26,230581,4
43,Dreams Come True,aespa,Dreams Come True - SM STATION,2021.12.20 ~ 2021.12.26,109239,4
44,Bad Habits,Ed Sheeran,=,2021.12.20 ~ 2021.12.26,137994,4
45,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)","조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Semi Final,2021.12.20 ~ 2021.12.26,42812,4
46,Peaches (Feat. Daniel Caesar & Giveon),Justin Bieber,Justice (The Complete Edition),2021.12.20 ~ 2021.12.26,225499,4
47,라일락,아이유,IU 5th Album 'LILAC',2021.12.20 ~ 2021.12.26,259905,4
48,고백,멜로망스,세 번째 '고백',2021.12.20 ~ 2021.12.26,110527,4
49,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,2021.12.20 ~ 2021.12.26,172401,4
50,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.12.20 ~ 2021.12.26,436833,4
51,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.12.20 ~ 2021.12.26,174414,4
52,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,2021.12.20 ~ 2021.12.26,98176,4
53,첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',2021.12.20 ~ 2021.12.26,287033,4
54,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타),쇼미더머니 10 Episode 3,2021.12.20 ~ 2021.12.26,36807,4
55,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),2021.12.20 ~ 2021.12.26,75855,4
56,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,2021.12.20 ~ 2021.12.26,110043,4
57,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,2021.12.20 ~ 2021.12.26,134513,4
58,롤린 (Rollin'),브레이브걸스,Rollin',2021.12.20 ~ 2021.12.26,300633,4
59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.12.20 ~ 2021.12.26,438880,4
60,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.12.20 ~ 2021.12.26,216247,4
61,탕!♡,MINO (송민호),"""TO INFINITY.""",2021.12.20 ~ 2021.12.26,46788,4
62,너와 나의 Memories,"염따, TOIL, KOONTA (쿤타), 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영",쇼미더머니 10 Episode 1,2021.12.20 ~ 2021.12.26,43013,4
63,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,2021.12.20 ~ 2021.12.26,92569,4
64,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),2021.12.20 ~ 2021.12.26,87309,4
65,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,2021.12.20 ~ 2021.12.26,168230,4
66,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,Under The Influence: Holiday Edition,2021.12.20 ~ 2021.12.26,73545,4
67,Blueming,아이유,Love poem,2021.12.20 ~ 2021.12.26,364418,4
68,밤새 서로 미루다,"존박, 전미도",밤새 서로 미루다,2021.12.20 ~ 2021.12.26,23084,4
69,DUMB DUMB,전소미,DUMB DUMB,2021.12.20 ~ 2021.12.26,103240,4
70,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.12.20 ~ 2021.12.26,289426,4
71,Off My Face,Justin Bieber,Justice (The Complete Edition),2021.12.20 ~ 2021.12.26,190128,4
72,Make It To Christmas,Alessia Cara,Make It To Christmas,2021.12.20 ~ 2021.12.26,59765,4
73,멜로디,ASH ISLAND,멜로디,2021.12.20 ~ 2021.12.26,152783,4
74,나 그댈위해 시 한편을 쓰겠어,케이시 (Kassy),옛이야기,2021.12.20 ~ 2021.12.26,50289,4
75,그대라는 사치,임영웅,사랑의 콜센타 PART62,2021.12.20 ~ 2021.12.26,44577,4
76,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,2021.12.20 ~ 2021.12.26,120628,4
77,Must Have Love,"SG 워너비, 브라운아이드걸스",SG워너비 & 브라운아이드걸스 싱글,2021.12.20 ~ 2021.12.26,79478,4
78,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.12.20 ~ 2021.12.26,243460,4
79,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.12.20 ~ 2021.12.26,96482,4
80,Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,2021.12.20 ~ 2021.12.26,123149,4
81,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,2021.12.20 ~ 2021.12.26,52438,4
82,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.12.20 ~ 2021.12.26,561683,4
83,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.12.20 ~ 2021.12.26,445217,4
84,다음생이 있다면 당신을 만나서 다시 사랑할래요,임재현,다음생이 있다면 당신을 만나서 다시 사랑할래요,2021.12.20 ~ 2021.12.26,25605,4
85,ASAP,STAYC(스테이씨),STAYDOM,2021.12.20 ~ 2021.12.26,155574,4
86,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2021.12.20 ~ 2021.12.26,295856,4
87,SCIENTIST,TWICE (트와이스),Formula of Love: O+T=<3,2021.12.20 ~ 2021.12.26,44384,4
88,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.12.20 ~ 2021.12.26,208053,4
89,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.12.20 ~ 2021.12.26,399749,4
90,잊었니,임영웅,사랑의 콜센타 PART60,2021.12.20 ~ 2021.12.26,43199,4
91,Underneath The Tree,Kelly Clarkson,Wrapped In Red (Deluxe Version),2021.12.20 ~ 2021.12.26,59741,4
92,"08베이식 (Feat. 염따, punchnello)",베이식 (Basick),쇼미더머니 10 Semi Final,2021.12.20 ~ 2021.12.26,28718,4
93,TROUBLE (Prod. Slom),"Don Mills, Northfacegawd, sokodomo, Khakii (카키), 에이체스 (A-Chess)",쇼미더머니 10 Episode 1,2021.12.20 ~ 2021.12.26,40436,4
94,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,2021.12.20 ~ 2021.12.26,78398,4
95,Lovesick Girls,BLACKPINK,THE ALBUM,2021.12.20 ~ 2021.12.26,237714,4
96,HERO,임영웅,HERO,2021.12.20 ~ 2021.12.26,77055,4
97,끝사랑,임영웅,사랑의 콜센타 PART61,2021.12.20 ~ 2021.12.26,40398,4
98,"Reset (Feat. 개코, Kid Milli) (Prod. 코드 쿤스트)","SINCE, Tabber, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 3,2021.12.20 ~ 2021.12.26,30857,4
99,Life Goes On,방탄소년단,BE,2021.12.20 ~ 2021.12.26,245671,4
100,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2,2021.12.20 ~ 2021.12.26,64750,4
1,Counting Stars (Feat. Beenzino),BE'O (비오),Counting Stars,2021.12.27 ~ 2022.01.02,172091,5
2,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,2021.12.27 ~ 2022.01.02,226934,5
