rank,title,singer,album,date,like,week
56,잠시라도 우리,"성시경, 나얼",잠시라도 우리,2024.01.15 ~ 2024.01.21,39647,3
57,사랑..그게 뭔데,지아,사랑..그게 뭔데,2024.01.15 ~ 2024.01.21,43023,3
58,After LIKE,IVE (아이브),After LIKE,2024.01.15 ~ 2024.01.21,241595,3
59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2024.01.15 ~ 2024.01.21,438880,3
60,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',2024.01.15 ~ 2024.01.21,189234,3
61,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2024.01.15 ~ 2024.01.21,188412,3
62,Bubble,STAYC(스테이씨),TEENFRESH,2024.01.15 ~ 2024.01.21,57785,3
63,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2024.01.15 ~ 2024.01.21,171528,3
64,"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,2024.01.15 ~ 2024.01.21,27262,3
65,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2024.01.15 ~ 2024.01.21,135137,3
66,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),2024.01.15 ~ 2024.01.21,208999,3
67,Dynamite,방탄소년단,Dynamite (DayTime Version),2024.01.15 ~ 2024.01.21,462989,3
68,우리들의 블루스,임영웅,IM HERO,2024.01.15 ~ 2024.01.21,104430,3
69,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,2024.01.15 ~ 2024.01.21,262546,3
70,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2024.01.15 ~ 2024.01.21,239228,3
71,나에게 그대만이,탑현,나에게 그대만이,2024.01.15 ~ 2024.01.21,51302,3
72,Chill Kill,Red Velvet (레드벨벳),Chill Kill - The 3rd Album,2024.01.15 ~ 2024.01.21,42782,3
73,봄날,방탄소년단,YOU NEVER WALK ALONE,2024.01.15 ~ 2024.01.21,561683,3
74,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,2024.01.15 ~ 2024.01.21,122400,3
75,모래 알갱이,임영웅,모래 알갱이,2024.01.15 ~ 2024.01.21,59551,3
76,GODS,"NewJeans, League of Legends",2023 리그 오브 레전드 월드 챔피언십 주제곡,2024.01.15 ~ 2024.01.21,46157,3
77,다시 만날 수 있을까,임영웅,IM HERO,2024.01.15 ~ 2024.01.21,84919,3
78,I Love My Body,화사 (HWASA),I Love My Body,2024.01.15 ~ 2024.01.21,34647,3
79,Do or Die,임영웅,Do or Die,2024.01.15 ~ 2024.01.21,42008,3
80,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2024.01.15 ~ 2024.01.21,174414,3
81,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],2024.01.15 ~ 2024.01.21,109920,3
82,Butter,방탄소년단,Butter,2024.01.15 ~ 2024.01.21,296560,3
83,화이트 (White),폴킴,화이트 (White),2024.01.15 ~ 2024.01.21,18812,3
84,무지개,임영웅,IM HERO,2024.01.15 ~ 2024.01.21,74095,3
85,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,2024.01.15 ~ 2024.01.21,22396,3
86,아버지,임영웅,IM HERO,2024.01.15 ~ 2024.01.21,59512,3
87,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2024.01.15 ~ 2024.01.21,265314,3
88,London Boy,임영웅,Polaroid,2024.01.15 ~ 2024.01.21,60771,3
89,Polaroid,임영웅,Polaroid,2024.01.15 ~ 2024.01.21,54678,3
90,인생찬가,임영웅,IM HERO,2024.01.15 ~ 2024.01.21,54561,3
91,"밤, 바다",최유리,여행: 플리(playlist) OST Part.2,2024.01.15 ~ 2024.01.21,33804,3
92,STAY,"The Kid LAROI, Justin Bieber",Stay,2024.01.15 ~ 2024.01.21,283160,3
93,어른,Sondia,나의 아저씨 OST Part.2,2024.01.15 ~ 2024.01.21,245724,3
94,Summer (Feat. BE’O (비오)),Paul Blanco,Summer,2024.01.15 ~ 2024.01.21,133841,3
95,숲,최유리,유영,2024.01.15 ~ 2024.01.21,113635,3
96,A bientot,임영웅,IM HERO,2024.01.15 ~ 2024.01.21,55636,3
97,희재,성시경,국화꽃 향기 OST,2024.01.15 ~ 2024.01.21,161660,3
98,Yes or No,정국,GOLDEN,2024.01.15 ~ 2024.01.21,38692,3
99,Talk Saxy,RIIZE,Talk Saxy,2024.01.15 ~ 2024.01.21,50057,3
100,꽃,지수 (JISOO),ME,2024.01.15 ~ 2024.01.21,123493,3
1,비의 랩소디,임재현,비의 랩소디,2024.01.22 ~ 2024.01.28,68851,4
2,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,2024.01.22 ~ 2024.01.28,143853,4
3,Love wins all,아이유,The Winning,2024.01.22 ~ 2024.01.28,160688,4
4,Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,2024.01.22 ~ 2024.01.28,114170,4
5,Drama,aespa,Drama - The 4th Mini Album,2024.01.22 ~ 2024.01.28,85774,4
6,에피소드,이무진,에피소드,2024.01.22 ~ 2024.01.28,68377,4
7,Love 119,RIIZE,Love 119,2024.01.22 ~ 2024.01.28,95244,4
8,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),2024.01.22 ~ 2024.01.28,98172,4
9,헤어지자 말해요,박재정,1집 Alone,2024.01.22 ~ 2024.01.28,169684,4
10,인사,범진,인사,2024.01.22 ~ 2024.01.28,107804,4
11,Baddie,IVE (아이브),I'VE MINE,2024.01.22 ~ 2024.01.28,68639,4
12,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,2024.01.22 ~ 2024.01.28,208101,4
13,I AM,IVE (아이브),I've IVE,2024.01.22 ~ 2024.01.28,213112,4
14,Love Lee,AKMU (악뮤),Love Lee,2024.01.22 ~ 2024.01.28,121177,4
15,Get A Guitar,RIIZE,Get A Guitar,2024.01.22 ~ 2024.01.28,90265,4
16,첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',2024.01.22 ~ 2024.01.28,287034,4
17,You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],2024.01.22 ~ 2024.01.28,69406,4
18,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2024.01.22 ~ 2024.01.28,295856,4
19,후라이의 꿈,AKMU (악뮤),Love Lee,2024.01.22 ~ 2024.01.28,125260,4
20,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,2024.01.22 ~ 2024.01.28,85716,4
21,Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',2024.01.22 ~ 2024.01.28,162141,4
22,Ditto,NewJeans,NewJeans 'OMG',2024.01.22 ~ 2024.01.28,281577,4
23,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",2024.01.22 ~ 2024.01.28,79683,4
24,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2024.01.22 ~ 2024.01.28,287887,4
25,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2024.01.22 ~ 2024.01.28,212171,4
26,퀸카 (Queencard),(여자)아이들,I feel,2024.01.22 ~ 2024.01.28,143711,4
27,MANIAC,VIVIZ (비비지),The 4th Mini Album 'VERSUS',2024.01.22 ~ 2024.01.28,53340,4
28,ETA,NewJeans,NewJeans 2nd EP 'Get Up',2024.01.22 ~ 2024.01.28,120568,4
29,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2024.01.22 ~ 2024.01.28,206571,4
30,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2024.01.22 ~ 2024.01.28,436833,4
31,Discord,QWER,1st Single Album 'Harmony from Discord',2024.01.22 ~ 2024.01.28,56090,4
32,Standing Next to You,정국,GOLDEN,2024.01.22 ~ 2024.01.28,69114,4
33,별 떨어진다 (I Do),디오 (D.O.),기대 - The 2nd Mini Album,2024.01.22 ~ 2024.01.28,76387,4
34,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2024.01.22 ~ 2024.01.28,322164,4
35,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,2024.01.22 ~ 2024.01.28,58679,4
36,사랑할 수밖에,볼빨간사춘기,Merry Go Round,2024.01.22 ~ 2024.01.28,37890,4
37,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),2024.01.22 ~ 2024.01.28,39807,4
38,Spicy,aespa,MY WORLD - The 3rd Mini Album,2024.01.22 ~ 2024.01.28,132574,4
39,예뻤어,DAY6 (데이식스),Every DAY6 February,2024.01.22 ~ 2024.01.28,301006,4
40,심(心),DK(디셈버),심(心),2024.01.22 ~ 2024.01.28,78680,4
41,취중고백,김민석,취중고백,2024.01.22 ~ 2024.01.28,183394,4
42,Kitsch,IVE (아이브),I've IVE,2024.01.22 ~ 2024.01.28,157631,4
43,음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',2024.01.22 ~ 2024.01.28,89108,4
44,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오, 이영지",스트릿 우먼 파이터2(SWF2) 계급미션,2024.01.22 ~ 2024.01.28,58518,4
45,I Love You,안세하,I Love You,2024.01.22 ~ 2024.01.28,19431,4
46,Fast Forward,전소미,GAME PLAN,2024.01.22 ~ 2024.01.28,76078,4
47,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2024.01.22 ~ 2024.01.28,202553,4
48,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,2024.01.22 ~ 2024.01.28,116723,4
49,LOVE DIVE,IVE (아이브),LOVE DIVE,2024.01.22 ~ 2024.01.28,249350,4
50,물론,허각,물론,2024.01.22 ~ 2024.01.28,56658,4
51,OMG,NewJeans,NewJeans 'OMG',2024.01.22 ~ 2024.01.28,200711,4
52,"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,2024.01.22 ~ 2024.01.28,27262,4
53,해요 (2022),#안녕,해요 (2022),2024.01.22 ~ 2024.01.28,97891,4
54,Steal The Show (From “엘리멘탈”),Lauv,Steal The Show (From “엘리멘탈”),2024.01.22 ~ 2024.01.28,172277,4
55,주저하는 연인들을 위해,잔나비,전설,2024.01.22 ~ 2024.01.28,416815,4
56,Either Way,IVE (아이브),I'VE MINE,2024.01.22 ~ 2024.01.28,75886,4
57,사랑..그게 뭔데,지아,사랑..그게 뭔데,2024.01.22 ~ 2024.01.28,43023,4
58,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2024.01.22 ~ 2024.01.28,438880,4
59,After LIKE,IVE (아이브),After LIKE,2024.01.22 ~ 2024.01.28,241595,4
60,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,2024.01.22 ~ 2024.01.28,22396,4
61,잠시라도 우리,"성시경, 나얼",잠시라도 우리,2024.01.22 ~ 2024.01.28,39647,4
62,Off The Record,IVE (아이브),I'VE MINE,2024.01.22 ~ 2024.01.28,57425,4
63,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,2024.01.22 ~ 2024.01.28,262546,4
64,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',2024.01.22 ~ 2024.01.28,189234,4
65,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2024.01.22 ~ 2024.01.28,188412,4
66,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2024.01.22 ~ 2024.01.28,171528,4
67,우리들의 블루스,임영웅,IM HERO,2024.01.22 ~ 2024.01.28,104430,4
68,Bubble,STAYC(스테이씨),TEENFRESH,2024.01.22 ~ 2024.01.28,57785,4
69,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),2024.01.22 ~ 2024.01.28,208999,4
70,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2024.01.22 ~ 2024.01.28,135137,4
71,Dynamite,방탄소년단,Dynamite (DayTime Version),2024.01.22 ~ 2024.01.28,462989,4
72,모래 알갱이,임영웅,모래 알갱이,2024.01.22 ~ 2024.01.28,59551,4
73,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2024.01.22 ~ 2024.01.28,239228,4
74,나에게 그대만이,탑현,나에게 그대만이,2024.01.22 ~ 2024.01.28,51302,4
75,꿈,태연 (TAEYEON),웰컴투 삼달리 OST Part.3,2024.01.22 ~ 2024.01.28,36955,4
76,봄날,방탄소년단,YOU NEVER WALK ALONE,2024.01.22 ~ 2024.01.28,561683,4
77,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,2024.01.22 ~ 2024.01.28,122400,4
78,Chill Kill,Red Velvet (레드벨벳),Chill Kill - The 3rd Album,2024.01.22 ~ 2024.01.28,42782,4
79,다시 만날 수 있을까,임영웅,IM HERO,2024.01.22 ~ 2024.01.28,84919,4
80,Wife,(여자)아이들,2,2024.01.22 ~ 2024.01.28,32618,4
81,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],2024.01.22 ~ 2024.01.28,109920,4
82,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2024.01.22 ~ 2024.01.28,174414,4
83,GODS,"NewJeans, League of Legends",2023 리그 오브 레전드 월드 챔피언십 주제곡,2024.01.22 ~ 2024.01.28,46157,4
84,Do or Die,임영웅,Do or Die,2024.01.22 ~ 2024.01.28,42008,4
85,I Love My Body,화사 (HWASA),I Love My Body,2024.01.22 ~ 2024.01.28,34647,4
86,Butter,방탄소년단,Butter,2024.01.22 ~ 2024.01.28,296560,4
87,무지개,임영웅,IM HERO,2024.01.22 ~ 2024.01.28,74095,4
88,아버지,임영웅,IM HERO,2024.01.22 ~ 2024.01.28,59512,4
89,Talk Saxy,RIIZE,Talk Saxy,2024.01.22 ~ 2024.01.28,50057,4
90,London Boy,임영웅,Polaroid,2024.01.22 ~ 2024.01.28,60771,4
91,Polaroid,임영웅,Polaroid,2024.01.22 ~ 2024.01.28,54678,4
92,인생찬가,임영웅,IM HERO,2024.01.22 ~ 2024.01.28,54561,4
93,화이트 (White),폴킴,화이트 (White),2024.01.22 ~ 2024.01.28,18812,4
94,STAY,"The Kid LAROI, Justin Bieber",Stay,2024.01.22 ~ 2024.01.28,283160,4
95,A bientot,임영웅,IM HERO,2024.01.22 ~ 2024.01.28,55636,4
96,숲,최유리,유영,2024.01.22 ~ 2024.01.28,113635,4
97,어른,Sondia,나의 아저씨 OST Part.2,2024.01.22 ~ 2024.01.28,245724,4
98,"밤, 바다",최유리,여행: 플리(playlist) OST Part.2,2024.01.22 ~ 2024.01.28,33804,4
99,희재,성시경,국화꽃 향기 OST,2024.01.22 ~ 2024.01.28,161660,4
100,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2024.01.22 ~ 2024.01.28,265314,4
1,Love wins all,아이유,The Winning,2024.01.29 ~ 2024.02.04,160688,1
2,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,2024.01.29 ~ 2024.02.04,143853,1
3,비의 랩소디,임재현,비의 랩소디,2024.01.29 ~ 2024.02.04,68851,1
4,Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,2024.01.29 ~ 2024.02.04,114170,1
5,에피소드,이무진,에피소드,2024.01.29 ~ 2024.02.04,68377,1
6,Love 119,RIIZE,Love 119,2024.01.29 ~ 2024.02.04,95244,1
7,Drama,aespa,Drama - The 4th Mini Album,2024.01.29 ~ 2024.02.04,85774,1
8,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),2024.01.29 ~ 2024.02.04,98172,1
9,헤어지자 말해요,박재정,1집 Alone,2024.01.29 ~ 2024.02.04,169684,1
10,인사,범진,인사,2024.01.29 ~ 2024.02.04,107804,1
11,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,2024.01.29 ~ 2024.02.04,208101,1
12,I AM,IVE (아이브),I've IVE,2024.01.29 ~ 2024.02.04,213112,1
13,Baddie,IVE (아이브),I'VE MINE,2024.01.29 ~ 2024.02.04,68639,1
14,Get A Guitar,RIIZE,Get A Guitar,2024.01.29 ~ 2024.02.04,90265,1
15,Love Lee,AKMU (악뮤),Love Lee,2024.01.29 ~ 2024.02.04,121177,1
16,Wife,(여자)아이들,2,2024.01.29 ~ 2024.02.04,32618,1
17,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2024.01.29 ~ 2024.02.04,295856,1
18,You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],2024.01.29 ~ 2024.02.04,69406,1
19,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,2024.01.29 ~ 2024.02.04,85716,1
20,첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',2024.01.29 ~ 2024.02.04,287034,1
21,MANIAC,VIVIZ (비비지),The 4th Mini Album 'VERSUS',2024.01.29 ~ 2024.02.04,53340,1
22,후라이의 꿈,AKMU (악뮤),Love Lee,2024.01.29 ~ 2024.02.04,125260,1
23,Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',2024.01.29 ~ 2024.02.04,162141,1
24,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",2024.01.29 ~ 2024.02.04,79683,1
25,Ditto,NewJeans,NewJeans 'OMG',2024.01.29 ~ 2024.02.04,281577,1
26,퀸카 (Queencard),(여자)아이들,I feel,2024.01.29 ~ 2024.02.04,143711,1
27,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2024.01.29 ~ 2024.02.04,212171,1
28,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2024.01.29 ~ 2024.02.04,287887,1
29,꿈,태연 (TAEYEON),웰컴투 삼달리 OST Part.3,2024.01.29 ~ 2024.02.04,36955,1
30,ETA,NewJeans,NewJeans 2nd EP 'Get Up',2024.01.29 ~ 2024.02.04,120568,1
31,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2024.01.29 ~ 2024.02.04,206571,1
32,예뻤어,DAY6 (데이식스),Every DAY6 February,2024.01.29 ~ 2024.02.04,301006,1
33,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2024.01.29 ~ 2024.02.04,436833,1
34,Standing Next to You,정국,GOLDEN,2024.01.29 ~ 2024.02.04,69114,1
35,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2024.01.29 ~ 2024.02.04,322164,1
36,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,2024.01.29 ~ 2024.02.04,58679,1
37,사랑할 수밖에,볼빨간사춘기,Merry Go Round,2024.01.29 ~ 2024.02.04,37890,1
38,별 떨어진다 (I Do),디오 (D.O.),기대 - The 2nd Mini Album,2024.01.29 ~ 2024.02.04,76387,1
39,Discord,QWER,1st Single Album 'Harmony from Discord',2024.01.29 ~ 2024.02.04,56090,1
40,Spicy,aespa,MY WORLD - The 3rd Mini Album,2024.01.29 ~ 2024.02.04,132574,1
41,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),2024.01.29 ~ 2024.02.04,39807,1
42,심(心),DK(디셈버),심(心),2024.01.29 ~ 2024.02.04,78680,1
43,Super Lady,(여자)아이들,2,2024.01.29 ~ 2024.02.04,34954,1
44,취중고백,김민석,취중고백,2024.01.29 ~ 2024.02.04,183394,1
45,Kitsch,IVE (아이브),I've IVE,2024.01.29 ~ 2024.02.04,157631,1
46,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,2024.01.29 ~ 2024.02.04,262546,1
47,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2024.01.29 ~ 2024.02.04,202553,1
48,음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',2024.01.29 ~ 2024.02.04,89108,1
49,LOVE DIVE,IVE (아이브),LOVE DIVE,2024.01.29 ~ 2024.02.04,249350,1
50,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,2024.01.29 ~ 2024.02.04,116723,1
51,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오, 이영지",스트릿 우먼 파이터2(SWF2) 계급미션,2024.01.29 ~ 2024.02.04,58518,1
52,해요 (2022),#안녕,해요 (2022),2024.01.29 ~ 2024.02.04,97891,1
53,물론,허각,물론,2024.01.29 ~ 2024.02.04,56658,1
54,I Love You,안세하,I Love You,2024.01.29 ~ 2024.02.04,19431,1
55,Fast Forward,전소미,GAME PLAN,2024.01.29 ~ 2024.02.04,76078,1
56,"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,2024.01.29 ~ 2024.02.04,27262,1
57,OMG,NewJeans,NewJeans 'OMG',2024.01.29 ~ 2024.02.04,200711,1
58,Steal The Show (From “엘리멘탈”),Lauv,Steal The Show (From “엘리멘탈”),2024.01.29 ~ 2024.02.04,172277,1
59,사랑..그게 뭔데,지아,사랑..그게 뭔데,2024.01.29 ~ 2024.02.04,43023,1
60,주저하는 연인들을 위해,잔나비,전설,2024.01.29 ~ 2024.02.04,416815,1
61,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album ‘Sparkling Blue’,2024.01.29 ~ 2024.02.04,114185,1
62,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2024.01.29 ~ 2024.02.04,438880,1
63,After LIKE,IVE (아이브),After LIKE,2024.01.29 ~ 2024.02.04,241595,1
64,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,2024.01.29 ~ 2024.02.04,22396,1
65,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2024.01.29 ~ 2024.02.04,188412,1
66,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',2024.01.29 ~ 2024.02.04,189234,1
67,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2024.01.29 ~ 2024.02.04,171528,1
68,Either Way,IVE (아이브),I'VE MINE,2024.01.29 ~ 2024.02.04,75886,1
69,우리들의 블루스,임영웅,IM HERO,2024.01.29 ~ 2024.02.04,104430,1
70,Off The Record,IVE (아이브),I'VE MINE,2024.01.29 ~ 2024.02.04,57425,1
71,Bubble,STAYC(스테이씨),TEENFRESH,2024.01.29 ~ 2024.02.04,57785,1
72,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),2024.01.29 ~ 2024.02.04,208999,1
73,모래 알갱이,임영웅,모래 알갱이,2024.01.29 ~ 2024.02.04,59551,1
74,잠시라도 우리,"성시경, 나얼",잠시라도 우리,2024.01.29 ~ 2024.02.04,39647,1
75,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2024.01.29 ~ 2024.02.04,239228,1
76,Dynamite,방탄소년단,Dynamite (DayTime Version),2024.01.29 ~ 2024.02.04,462989,1
77,나에게 그대만이,탑현,나에게 그대만이,2024.01.29 ~ 2024.02.04,51302,1
78,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2024.01.29 ~ 2024.02.04,135137,1
79,봄날,방탄소년단,YOU NEVER WALK ALONE,2024.01.29 ~ 2024.02.04,561683,1
80,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,2024.01.29 ~ 2024.02.04,122400,1
81,다시 만날 수 있을까,임영웅,IM HERO,2024.01.29 ~ 2024.02.04,84919,1
82,Chill Kill,Red Velvet (레드벨벳),Chill Kill - The 3rd Album,2024.01.29 ~ 2024.02.04,42782,1
83,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],2024.01.29 ~ 2024.02.04,109920,1
84,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2024.01.29 ~ 2024.02.04,174414,1
85,Do or Die,임영웅,Do or Die,2024.01.29 ~ 2024.02.04,42008,1
86,GODS,"NewJeans, League of Legends",2023 리그 오브 레전드 월드 챔피언십 주제곡,2024.01.29 ~ 2024.02.04,46157,1
87,Talk Saxy,RIIZE,Talk Saxy,2024.01.29 ~ 2024.02.04,50057,1
88,Butter,방탄소년단,Butter,2024.01.29 ~ 2024.02.04,296560,1
89,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),Yes or No,2024.01.29 ~ 2024.02.04,41838,1
90,I Love My Body,화사 (HWASA),I Love My Body,2024.01.29 ~ 2024.02.04,34647,1
91,무지개,임영웅,IM HERO,2024.01.29 ~ 2024.02.04,74095,1
92,아버지,임영웅,IM HERO,2024.01.29 ~ 2024.02.04,59512,1
93,London Boy,임영웅,Polaroid,2024.01.29 ~ 2024.02.04,60771,1
94,Polaroid,임영웅,Polaroid,2024.01.29 ~ 2024.02.04,54678,1
95,인생찬가,임영웅,IM HERO,2024.01.29 ~ 2024.02.04,54561,1
96,A bientot,임영웅,IM HERO,2024.01.29 ~ 2024.02.04,55636,1
97,STAY,"The Kid LAROI, Justin Bieber",Stay,2024.01.29 ~ 2024.02.04,283160,1
98,숲,최유리,유영,2024.01.29 ~ 2024.02.04,113635,1
