rank,title,singer,album,date,like,year,month,day,week,season
81,가질 수 없는 너,#안녕,가질 수 없는 너,2023.04.10,21657,2023,4,10,2,0
82,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,That’s Not How This Works (feat. Dan + Shay),2023.04.10,86165,2023,4,10,2,0
83,딱 10CM만,"10CM, BIG Naughty (서동현)",딱 10CM만,2023.04.10,118369,2023,4,10,2,0
85,Sugar Rush Ride,투모로우바이투게더,이름의 장: TEMPTATION,2023.04.10,114525,2023,4,10,2,0
87,아모르 파티,이홍기 (FT아일랜드),아모르 파티,2023.04.10,10739,2023,4,10,2,0
88,Blue Blood,IVE (아이브),I've IVE,2023.04.10,31428,2023,4,10,2,0
90,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.04.10,230596,2023,4,10,2,0
92,That That (prod. & feat. SUGA of BTS),싸이 (PSY),싸다9,2023.04.10,137089,2023,4,10,2,0
93,마지막 사랑,신예영,마지막 사랑,2023.04.10,31299,2023,4,10,2,0
94,LOVE me,BE'O (비오),LOVE me,2023.04.10,152951,2023,4,10,2,0
96,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2023.04.10,345227,2023,4,10,2,0
97,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),2023.04.10,306204,2023,4,10,2,0
98,그댄 행복에 살텐데 (2022),최유리,그댄 행복에 살텐데 (2022),2023.04.10,45117,2023,4,10,2,0
99,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2023.04.10,230591,2023,4,10,2,0
100,자격지심 (Feat. ZICO),BE'O (비오),FIVE SENSES,2023.04.10,93590,2023,4,10,2,0
9,사람 Pt.2 (feat. 아이유),Agust D,D-DAY,2023.04.17,81464,2023,4,17,3,0
10,Love Me Like This,NMIXX,expérgo,2023.04.17,63932,2023,4,17,3,0
12,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1,2023.04.17,80644,2023,4,17,3,0
16,FRIEND THE END,볼빨간사춘기,사랑.zip,2023.04.17,47939,2023,4,17,3,0
17,Like Crazy,지민,FACE,2023.04.17,72881,2023,4,17,3,0
18,밤이 무서워요 (Lonely Night),주주 시크릿,밤이 무서워요 (Lonely Night),2023.04.17,31402,2023,4,17,3,0
20,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,2023.04.17,171358,2023,4,17,3,0
22,Zero,NewJeans,Zero,2023.04.17,51175,2023,4,17,3,0
23,Nostalgia,우디 (Woody),Nostalgia,2023.04.17,48069,2023,4,17,3,0
24,사랑하기 싫어,지아,사랑하기 싫어,2023.04.17,41936,2023,4,17,3,0
25,NIGHT DANCER,imase,NIGHT DANCER,2023.04.17,123989,2023,4,17,3,0
30,너를 보는게 지친 하루에,송하예,너를 보는게 지친 하루에,2023.04.17,25964,2023,4,17,3,0
32,Cupid,FIFTY FIFTY,The Beginning: Cupid,2023.04.17,120581,2023,4,17,3,0
33,발걸음,DK(디셈버),발걸음,2023.04.17,18586,2023,4,17,3,0
35,빛이 나는 너에게,던 (DAWN),빛이 나는 너에게,2023.04.17,88221,2023,4,17,3,0
36,Candy,NCT DREAM,Candy - Winter Special Mini Album,2023.04.17,177597,2023,4,17,3,0
38,Nxde,(여자)아이들,I love,2023.04.17,163800,2023,4,17,3,0
39,Monologue,테이,Monologue,2023.04.17,94210,2023,4,17,3,0
40,Say I Love You,우디 (Woody),Say I Love You (Re : WIND 4MEN Vol.04),2023.04.17,82294,2023,4,17,3,0
41,나비무덤,포맨 (4MEN),나비무덤,2023.04.17,23444,2023,4,17,3,0
42,That's Hilarious,Charlie Puth,CHARLIE,2023.04.17,180331,2023,4,17,3,0
44,VIBE (feat. Jimin of BTS),태양,VIBE (feat. Jimin of BTS),2023.04.17,100551,2023,4,17,3,0
46,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2023.04.17,149772,2023,4,17,3,0
47,Shut Down,BLACKPINK,BORN PINK,2023.04.17,125901,2023,4,17,3,0
48,내가 아니라도,주호,내가 아니라도,2023.04.17,109338,2023,4,17,3,0
49,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,2023.04.17,223059,2023,4,17,3,0
50,가질 수 없는 너,#안녕,가질 수 없는 너,2023.04.17,21657,2023,4,17,3,0
51,"Young, Dumb, Stupid",NMIXX,expérgo,2023.04.17,37285,2023,4,17,3,0
52,Pink Venom,BLACKPINK,BORN PINK,2023.04.17,160163,2023,4,17,3,0
53,TOMBOY,(여자)아이들,I NEVER DIE,2023.04.17,243127,2023,4,17,3,0
54,결국엔 너에게 닿아서,WSG워너비 (가야G),결국엔 너에게 닿아서,2023.04.17,17406,2023,4,17,3,0
55,그라데이션,10CM,5.3,2023.04.17,167924,2023,4,17,3,0
56,ELEVEN,IVE (아이브),ELEVEN,2023.04.17,192152,2023,4,17,3,0
59,Cookie,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.17,144748,2023,4,17,3,0
60,Perfume,NCT 도재정,Perfume - The 1st Mini Album,2023.04.17,64797,2023,4,17,3,0
62,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,2023.04.17,132560,2023,4,17,3,0
63,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,2023.04.17,119133,2023,4,17,3,0
65,Say My Name,Say Yes!,BOYS PLANET - ARTIST BATTLE,2023.04.17,49478,2023,4,17,3,0
67,오르트구름,윤하 (YOUNHA),YOUNHA 6th Album 'END THEORY',2023.04.17,122904,2023,4,17,3,0
68,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,That’s Not How This Works (feat. Dan + Shay),2023.04.17,86165,2023,4,17,3,0
69,되돌리다,먼데이 키즈 (Monday Kiz),되돌리다,2023.04.17,13693,2023,4,17,3,0
70,Unholy,"Sam Smith, Kim Petras",Gloria,2023.04.17,57305,2023,4,17,3,0
71,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),호프리스 로맨틱,2023.04.17,78934,2023,4,17,3,0
72,Poppy (Korean Ver.),STAYC(스테이씨),Teddy Bear,2023.04.17,48752,2023,4,17,3,0
73,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.04.17,190151,2023,4,17,3,0
75,Chase Love Hard (Feat. 황민현),볼빨간사춘기,사랑.zip,2023.04.17,19952,2023,4,17,3,0
76,나의 X에게,경서,나의 X에게,2023.04.17,151823,2023,4,17,3,0
78,on the street (with J. Cole),"j-hope, J. Cole",on the street (with J. Cole),2023.04.17,60660,2023,4,17,3,0
80,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,2023.04.17,108535,2023,4,17,3,0
81,Expectations,"Anne-Marie, 민니 ((여자)아이들), (여자)아이들",Expectations,2023.04.17,36467,2023,4,17,3,0
83,다시 사랑한다면,한동근,다시 사랑한다면,2023.04.17,14594,2023,4,17,3,0
84,잘가요,주호,잘가요,2023.04.17,43375,2023,4,17,3,0
85,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] (Feat. FIFA Sound),"정국, 방탄소년단",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2023.04.17,137156,2023,4,17,3,0
86,Rush Hour (Feat. j-hope of BTS),Crush,Rush Hour,2023.04.17,116785,2023,4,17,3,0
87,그대를 알고,송하예,그대를 알고,2023.04.17,43278,2023,4,17,3,0
88,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.04.17,230596,2023,4,17,3,0
90,딱 10CM만,"10CM, BIG Naughty (서동현)",딱 10CM만,2023.04.17,118369,2023,4,17,3,0
91,Set Me Free Pt.2,지민,FACE,2023.04.17,54694,2023,4,17,3,0
92,Sugar Rush Ride,투모로우바이투게더,이름의 장: TEMPTATION,2023.04.17,114525,2023,4,17,3,0
93,愛を伝えたいだとか / Ai Wo Tsutaetaidatoka (사랑을 전하고 싶다든가),aimyon,靑春のエキサイトメント / Seishunno Excitement (청춘의 Excitement) (Excitement of Youth),2023.04.17,78243,2023,4,17,3,0
95,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2023.04.17,234203,2023,4,17,3,0
97,빙글빙글 (Prod. R.Tee),헤이즈 (Heize),빙글빙글,2023.04.17,15699,2023,4,17,3,0
98,Blue Blood,IVE (아이브),I've IVE,2023.04.17,31428,2023,4,17,3,0
99,LOVE me,BE'O (비오),LOVE me,2023.04.17,152951,2023,4,17,3,0
100,마지막 사랑,신예영,마지막 사랑,2023.04.17,31299,2023,4,17,3,0
10,사람 Pt.2 (feat. 아이유),Agust D,D-DAY,2023.04.24,81464,2023,4,24,4,0
12,FRIEND THE END,볼빨간사춘기,사랑.zip,2023.04.24,47939,2023,4,24,4,0
14,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1,2023.04.24,80644,2023,4,24,4,0
17,Love Me Like This,NMIXX,expérgo,2023.04.24,63932,2023,4,24,4,0
20,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,2023.04.24,171358,2023,4,24,4,0
22,빛이 나는 너에게,던 (DAWN),빛이 나는 너에게,2023.04.24,88221,2023,4,24,4,0
23,NIGHT DANCER,imase,NIGHT DANCER,2023.04.24,123989,2023,4,24,4,0
24,Cupid,FIFTY FIFTY,The Beginning: Cupid,2023.04.24,120581,2023,4,24,4,0
26,F*ck My Life,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.04.24,90752,2023,4,24,4,0
27,사랑하기 싫어,지아,사랑하기 싫어,2023.04.24,41936,2023,4,24,4,0
30,Like Crazy,지민,FACE,2023.04.24,72881,2023,4,24,4,0
31,Nostalgia,우디 (Woody),Nostalgia,2023.04.24,48069,2023,4,24,4,0
32,Zero,NewJeans,Zero,2023.04.24,51175,2023,4,24,4,0
33,밤이 무서워요 (Lonely Night),주주 시크릿,밤이 무서워요 (Lonely Night),2023.04.24,31402,2023,4,24,4,0
35,발걸음,DK(디셈버),발걸음,2023.04.24,18586,2023,4,24,4,0
38,가질 수 없는 너,#안녕,가질 수 없는 너,2023.04.24,21657,2023,4,24,4,0
40,Candy,NCT DREAM,Candy - Winter Special Mini Album,2023.04.24,177597,2023,4,24,4,0
41,너를 보는게 지친 하루에,송하예,너를 보는게 지친 하루에,2023.04.24,25964,2023,4,24,4,0
42,Nxde,(여자)아이들,I love,2023.04.24,163800,2023,4,24,4,0
43,Say I Love You,우디 (Woody),Say I Love You (Re : WIND 4MEN Vol.04),2023.04.24,82294,2023,4,24,4,0
44,That's Hilarious,Charlie Puth,CHARLIE,2023.04.24,180331,2023,4,24,4,0
45,Monologue,테이,Monologue,2023.04.24,94210,2023,4,24,4,0
48,VIBE (feat. Jimin of BTS),태양,VIBE (feat. Jimin of BTS),2023.04.24,100551,2023,4,24,4,0
49,Shut Down,BLACKPINK,BORN PINK,2023.04.24,125901,2023,4,24,4,0
50,나비무덤,포맨 (4MEN),나비무덤,2023.04.24,23444,2023,4,24,4,0
51,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2023.04.24,149772,2023,4,24,4,0
52,내가 아니라도,주호,내가 아니라도,2023.04.24,109338,2023,4,24,4,0
53,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,2023.04.24,223059,2023,4,24,4,0
54,Pink Venom,BLACKPINK,BORN PINK,2023.04.24,160163,2023,4,24,4,0
56,TOMBOY,(여자)아이들,I NEVER DIE,2023.04.24,243127,2023,4,24,4,0
58,ELEVEN,IVE (아이브),ELEVEN,2023.04.24,192152,2023,4,24,4,0
59,그라데이션,10CM,5.3,2023.04.24,167924,2023,4,24,4,0
61,먼지,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.04.24,65891,2023,4,24,4,0
62,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,2023.04.24,132560,2023,4,24,4,0
63,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,2023.04.24,119133,2023,4,24,4,0
64,Cookie,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.24,144748,2023,4,24,4,0
66,오르트구름,윤하 (YOUNHA),YOUNHA 6th Album 'END THEORY',2023.04.24,122904,2023,4,24,4,0
67,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,That’s Not How This Works (feat. Dan + Shay),2023.04.24,86165,2023,4,24,4,0
69,Say My Name,Say Yes!,BOYS PLANET - ARTIST BATTLE,2023.04.24,49478,2023,4,24,4,0
70,다시 사랑한다면,한동근,다시 사랑한다면,2023.04.24,14594,2023,4,24,4,0
71,Perfume,NCT 도재정,Perfume - The 1st Mini Album,2023.04.24,64797,2023,4,24,4,0
72,결국엔 너에게 닿아서,WSG워너비 (가야G),결국엔 너에게 닿아서,2023.04.24,17406,2023,4,24,4,0
75,April shower,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.04.24,57003,2023,4,24,4,0
76,"Young, Dumb, Stupid",NMIXX,expérgo,2023.04.24,37285,2023,4,24,4,0
77,Fire,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.04.24,53810,2023,4,24,4,0
78,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.04.24,190151,2023,4,24,4,0
79,Unholy,"Sam Smith, Kim Petras",Gloria,2023.04.24,57305,2023,4,24,4,0
80,I Don't Understand But I Luv U,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.04.24,55029,2023,4,24,4,0
83,on the street (with J. Cole),"j-hope, J. Cole",on the street (with J. Cole),2023.04.24,60660,2023,4,24,4,0
84,나의 X에게,경서,나의 X에게,2023.04.24,151823,2023,4,24,4,0
85,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.04.24,230596,2023,4,24,4,0
86,Poppy (Korean Ver.),STAYC(스테이씨),Teddy Bear,2023.04.24,48752,2023,4,24,4,0
88,빙글빙글 (Prod. R.Tee),헤이즈 (Heize),빙글빙글,2023.04.24,15699,2023,4,24,4,0
89,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),호프리스 로맨틱,2023.04.24,78934,2023,4,24,4,0
90,되돌리다,먼데이 키즈 (Monday Kiz),되돌리다,2023.04.24,13693,2023,4,24,4,0
91,愛を伝えたいだとか / Ai Wo Tsutaetaidatoka (사랑을 전하고 싶다든가),aimyon,靑春のエキサイトメント / Seishunno Excitement (청춘의 Excitement) (Excitement of Youth),2023.04.24,78243,2023,4,24,4,0
93,나의 마음에 (Seed),태양,Down to Earth,2023.04.24,33582,2023,4,24,4,0
94,Heaven(2023),임재현,시작은 첫키스 OST Part.1,2023.04.24,41183,2023,4,24,4,0
95,잘가요,주호,잘가요,2023.04.24,43375,2023,4,24,4,0
96,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,2023.04.24,108535,2023,4,24,4,0
97,그대를 알고,송하예,그대를 알고,2023.04.24,43278,2023,4,24,4,0
98,Rush Hour (Feat. j-hope of BTS),Crush,Rush Hour,2023.04.24,116785,2023,4,24,4,0
99,딱 10CM만,"10CM, BIG Naughty (서동현)",딱 10CM만,2023.04.24,118369,2023,4,24,4,0
10,FRIEND THE END,볼빨간사춘기,사랑.zip,2023.05.01,47939,2023,5,1,1,0
14,사람 Pt.2 (feat. 아이유),Agust D,D-DAY,2023.05.01,81464,2023,5,1,1,0
17,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1,2023.05.01,80644,2023,5,1,1,0
18,빛이 나는 너에게,던 (DAWN),빛이 나는 너에게,2023.05.01,88221,2023,5,1,1,0
21,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,2023.05.01,171358,2023,5,1,1,0
22,Heaven(2023),임재현,시작은 첫키스 OST Part.1,2023.05.01,41183,2023,5,1,1,0
24,Cupid,FIFTY FIFTY,The Beginning: Cupid,2023.05.01,120581,2023,5,1,1,0
26,Love Me Like This,NMIXX,expérgo,2023.05.01,63932,2023,5,1,1,0
28,NIGHT DANCER,imase,NIGHT DANCER,2023.05.01,123989,2023,5,1,1,0
29,F*ck My Life,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.01,90752,2023,5,1,1,0
33,사랑하기 싫어,지아,사랑하기 싫어,2023.05.01,41936,2023,5,1,1,0
35,Nostalgia,우디 (Woody),Nostalgia,2023.05.01,48069,2023,5,1,1,0
36,KNOCK,이채연,Over The Moon,2023.05.01,43372,2023,5,1,1,0
38,가질 수 없는 너,#안녕,가질 수 없는 너,2023.05.01,21657,2023,5,1,1,0
39,Like Crazy,지민,FACE,2023.05.01,72881,2023,5,1,1,0
41,밤이 무서워요 (Lonely Night),주주 시크릿,밤이 무서워요 (Lonely Night),2023.05.01,31402,2023,5,1,1,0
42,Candy,NCT DREAM,Candy - Winter Special Mini Album,2023.05.01,177597,2023,5,1,1,0
43,Nxde,(여자)아이들,I love,2023.05.01,163800,2023,5,1,1,0
44,Monologue,테이,Monologue,2023.05.01,94210,2023,5,1,1,0
45,발걸음,DK(디셈버),발걸음,2023.05.01,18586,2023,5,1,1,0
46,Say I Love You,우디 (Woody),Say I Love You (Re : WIND 4MEN Vol.04),2023.05.01,82294,2023,5,1,1,0
47,That's Hilarious,Charlie Puth,CHARLIE,2023.05.01,180331,2023,5,1,1,0
50,안녕이라고 말하지마,V.O.S,안녕이라고 말하지마,2023.05.01,19162,2023,5,1,1,0
51,내가 아니라도,주호,내가 아니라도,2023.05.01,109338,2023,5,1,1,0
52,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2023.05.01,149772,2023,5,1,1,0
54,Zero,NewJeans,Zero,2023.05.01,51175,2023,5,1,1,0
55,Shut Down,BLACKPINK,BORN PINK,2023.05.01,125901,2023,5,1,1,0
56,너를 보는게 지친 하루에,송하예,너를 보는게 지친 하루에,2023.05.01,25964,2023,5,1,1,0
57,VIBE (feat. Jimin of BTS),태양,VIBE (feat. Jimin of BTS),2023.05.01,100551,2023,5,1,1,0
59,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,2023.05.01,223059,2023,5,1,1,0
60,ELEVEN,IVE (아이브),ELEVEN,2023.05.01,192152,2023,5,1,1,0
61,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,2023.05.01,119133,2023,5,1,1,0
62,그라데이션,10CM,5.3,2023.05.01,167924,2023,5,1,1,0
63,Pink Venom,BLACKPINK,BORN PINK,2023.05.01,160163,2023,5,1,1,0
64,나비무덤,포맨 (4MEN),나비무덤,2023.05.01,23444,2023,5,1,1,0
65,TOMBOY,(여자)아이들,I NEVER DIE,2023.05.01,243127,2023,5,1,1,0
67,다시 사랑한다면,한동근,다시 사랑한다면,2023.05.01,14594,2023,5,1,1,0
68,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,2023.05.01,132560,2023,5,1,1,0
69,먼지,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.01,65891,2023,5,1,1,0
70,Cookie,NewJeans,NewJeans 1st EP 'New Jeans',2023.05.01,144748,2023,5,1,1,0
71,오르트구름,윤하 (YOUNHA),YOUNHA 6th Album 'END THEORY',2023.05.01,122904,2023,5,1,1,0
74,나의 바람 (Wind And Wish),비투비,WIND AND WISH,2023.05.01,63781,2023,5,1,1,0
75,Perfume,NCT 도재정,Perfume - The 1st Mini Album,2023.05.01,64797,2023,5,1,1,0
78,나의 마음에 (Seed),태양,Down to Earth,2023.05.01,33582,2023,5,1,1,0
80,April shower,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.01,57003,2023,5,1,1,0
81,Say My Name,Say Yes!,BOYS PLANET - ARTIST BATTLE,2023.05.01,49478,2023,5,1,1,0
83,빙글빙글 (Prod. R.Tee),헤이즈 (Heize),빙글빙글,2023.05.01,15699,2023,5,1,1,0
84,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.05.01,190151,2023,5,1,1,0
85,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,That’s Not How This Works (feat. Dan + Shay),2023.05.01,86165,2023,5,1,1,0
86,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.05.01,230596,2023,5,1,1,0
87,on the street (with J. Cole),"j-hope, J. Cole",on the street (with J. Cole),2023.05.01,60660,2023,5,1,1,0
89,I Don't Understand But I Luv U,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.01,55029,2023,5,1,1,0
90,Fire,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.01,53810,2023,5,1,1,0
91,나의 X에게,경서,나의 X에게,2023.05.01,151823,2023,5,1,1,0
93,결국엔 너에게 닿아서,WSG워너비 (가야G),결국엔 너에게 닿아서,2023.05.01,17406,2023,5,1,1,0
94,Unholy,"Sam Smith, Kim Petras",Gloria,2023.05.01,57305,2023,5,1,1,0
95,愛を伝えたいだとか / Ai Wo Tsutaetaidatoka (사랑을 전하고 싶다든가),aimyon,靑春のエキサイトメント / Seishunno Excitement (청춘의 Excitement) (Excitement of Youth),2023.05.01,78243,2023,5,1,1,0
97,Poppy (Korean Ver.),STAYC(스테이씨),Teddy Bear,2023.05.01,48752,2023,5,1,1,0
98,HOT,세븐틴 (SEVENTEEN),SEVENTEEN 4th Album 'Face the Sun',2023.05.01,132837,2023,5,1,1,0
99,"Young, Dumb, Stupid",NMIXX,expérgo,2023.05.01,37285,2023,5,1,1,0
100,청소 (여름날 우리 X 스탠딩 에그),스탠딩 에그,청소 (여름날 우리 X 스탠딩 에그),2023.05.01,9719,2023,5,1,1,0
12,FRIEND THE END,볼빨간사춘기,사랑.zip,2023.05.08,47939,2023,5,8,2,0
16,Heaven(2023),임재현,시작은 첫키스 OST Part.1,2023.05.08,41183,2023,5,8,2,0
17,빛이 나는 너에게,던 (DAWN),빛이 나는 너에게,2023.05.08,88221,2023,5,8,2,0
19,Cupid,FIFTY FIFTY,The Beginning: Cupid,2023.05.08,120581,2023,5,8,2,0
22,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1,2023.05.08,80644,2023,5,8,2,0
24,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,2023.05.08,171358,2023,5,8,2,0
26,사람 Pt.2 (feat. 아이유),Agust D,D-DAY,2023.05.08,81464,2023,5,8,2,0
28,NIGHT DANCER,imase,NIGHT DANCER,2023.05.08,123989,2023,5,8,2,0
29,Love Me Like This,NMIXX,expérgo,2023.05.08,63932,2023,5,8,2,0
30,KNOCK,이채연,Over The Moon,2023.05.08,43372,2023,5,8,2,0
31,안녕이라고 말하지마,V.O.S,안녕이라고 말하지마,2023.05.08,19162,2023,5,8,2,0
32,F*ck My Life,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.08,90752,2023,5,8,2,0
36,나의 바람 (Wind And Wish),비투비,WIND AND WISH,2023.05.08,63781,2023,5,8,2,0
37,사랑하기 싫어,지아,사랑하기 싫어,2023.05.08,41936,2023,5,8,2,0
40,Nostalgia,우디 (Woody),Nostalgia,2023.05.08,48069,2023,5,8,2,0
42,Candy,NCT DREAM,Candy - Winter Special Mini Album,2023.05.08,177597,2023,5,8,2,0
43,Nxde,(여자)아이들,I love,2023.05.08,163800,2023,5,8,2,0
45,That's Hilarious,Charlie Puth,CHARLIE,2023.05.08,180331,2023,5,8,2,0
46,Monologue,테이,Monologue,2023.05.08,94210,2023,5,8,2,0
47,Say I Love You,우디 (Woody),Say I Love You (Re : WIND 4MEN Vol.04),2023.05.08,82294,2023,5,8,2,0
49,그라데이션,10CM,5.3,2023.05.08,167924,2023,5,8,2,0
50,발걸음,DK(디셈버),발걸음,2023.05.08,18586,2023,5,8,2,0
51,Like Crazy,지민,FACE,2023.05.08,72881,2023,5,8,2,0
52,Shut Down,BLACKPINK,BORN PINK,2023.05.08,125901,2023,5,8,2,0
53,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,2023.05.08,119133,2023,5,8,2,0
55,밤이 무서워요 (Lonely Night),주주 시크릿,밤이 무서워요 (Lonely Night),2023.05.08,31402,2023,5,8,2,0
57,내가 아니라도,주호,내가 아니라도,2023.05.08,109338,2023,5,8,2,0
58,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,2023.05.08,223059,2023,5,8,2,0
59,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2023.05.08,149772,2023,5,8,2,0
60,ELEVEN,IVE (아이브),ELEVEN,2023.05.08,192152,2023,5,8,2,0
61,Pink Venom,BLACKPINK,BORN PINK,2023.05.08,160163,2023,5,8,2,0
62,TOMBOY,(여자)아이들,I NEVER DIE,2023.05.08,243127,2023,5,8,2,0
63,VIBE (feat. Jimin of BTS),태양,VIBE (feat. Jimin of BTS),2023.05.08,100551,2023,5,8,2,0
65,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,2023.05.08,132560,2023,5,8,2,0
66,가질 수 없는 너,#안녕,가질 수 없는 너,2023.05.08,21657,2023,5,8,2,0
67,Thirsty,aespa,MY WORLD - The 3rd Mini Album,2023.05.08,76237,2023,5,8,2,0
68,나비무덤,포맨 (4MEN),나비무덤,2023.05.08,23444,2023,5,8,2,0
69,너를 보는게 지친 하루에,송하예,너를 보는게 지친 하루에,2023.05.08,25964,2023,5,8,2,0
70,오르트구름,윤하 (YOUNHA),YOUNHA 6th Album 'END THEORY',2023.05.08,122904,2023,5,8,2,0
73,Perfume,NCT 도재정,Perfume - The 1st Mini Album,2023.05.08,64797,2023,5,8,2,0
74,먼지,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.08,65891,2023,5,8,2,0
75,나의 마음에 (Seed),태양,Down to Earth,2023.05.08,33582,2023,5,8,2,0
76,Cookie,NewJeans,NewJeans 1st EP 'New Jeans',2023.05.08,144748,2023,5,8,2,0
79,Zero,NewJeans,Zero,2023.05.08,51175,2023,5,8,2,0
80,다시 사랑한다면,한동근,다시 사랑한다면,2023.05.08,14594,2023,5,8,2,0
82,Salty & Sweet,aespa,MY WORLD - The 3rd Mini Album,2023.05.08,33603,2023,5,8,2,0
84,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.05.08,230596,2023,5,8,2,0
85,Welcome To MY World (Feat. nævis),aespa,MY WORLD - The 3rd Mini Album,2023.05.08,33227,2023,5,8,2,0
86,April shower,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.08,57003,2023,5,8,2,0
87,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.05.08,190151,2023,5,8,2,0
88,on the street (with J. Cole),"j-hope, J. Cole",on the street (with J. Cole),2023.05.08,60660,2023,5,8,2,0
92,愛を伝えたいだとか / Ai Wo Tsutaetaidatoka (사랑을 전하고 싶다든가),aimyon,靑春のエキサイトメント / Seishunno Excitement (청춘의 Excitement) (Excitement of Youth),2023.05.08,78243,2023,5,8,2,0
93,나의 X에게,경서,나의 X에게,2023.05.08,151823,2023,5,8,2,0
94,I Don't Understand But I Luv U,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',2023.05.08,55029,2023,5,8,2,0
95,청소 (여름날 우리 X 스탠딩 에그),스탠딩 에그,청소 (여름날 우리 X 스탠딩 에그),2023.05.08,9719,2023,5,8,2,0
96,Unholy,"Sam Smith, Kim Petras",Gloria,2023.05.08,57305,2023,5,8,2,0
