rank,title,singer,album,date,like,month,year,season
22,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2020.03.23.04,289430,3,2020,spring
23,HIP,마마무 (Mamamoo),reality in BLACK,2020.03.23.04,141390,3,2020,spring
24,2002,Anne-Marie,Speak Your Mind (Deluxe),2020.03.23.04,415365,3,2020,spring
25,둘만의 세상으로 가,Crush,사랑의 불시착 OST Part 10,2020.03.23.04,60125,3,2020,spring
26,Sweet Night,V,이태원 클라쓰 OST Part.12,2020.03.23.04,124647,3,2020,spring
27,안녕,폴킴,호텔 델루나 OST Part.10,2020.03.23.04,222303,3,2020,spring
28,문득,노을,문득,2020.03.23.04,35513,3,2020,spring
29,친구,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,186516,3,2020,spring
30,Love poem,아이유,Love poem,2020.03.23.04,353279,3,2020,spring
31,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1,2020.03.23.04,180904,3,2020,spring
32,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2020.03.23.04,144693,3,2020,spring
33,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,2020.03.23.04,299856,3,2020,spring
34,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,2020.03.23.04,143199,3,2020,spring
35,뜸,WINNER,Remember,2020.03.23.04,56425,3,2020,spring
36,조금 취했어 (Prod. 2soo),임재현,조금 취했어,2020.03.23.04,133875,3,2020,spring
37,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2020.03.23.04,438895,3,2020,spring
38,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2020.03.23.04,168208,3,2020,spring
39,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,2020.03.23.04,225941,3,2020,spring
40,Filter,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,158978,3,2020,spring
41,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),Red Moon : Happiness,2020.03.23.04,75581,3,2020,spring
42,어떤 날엔,김재환,사랑의 불시착 OST Part 5,2020.03.23.04,66366,3,2020,spring
43,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020.03.23.04,269273,3,2020,spring
44,다시 만날까 봐,V.O.S,다시 만날까 봐,2020.03.23.04,100131,3,2020,spring
45,Maniac,Conan Gray,Maniac,2020.03.23.04,172247,3,2020,spring
46,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2020.03.23.04,312915,3,2020,spring
47,빌었어,창모 (CHANGMO),Boyhood,2020.03.23.04,153890,3,2020,spring
48,To Die For,Sam Smith,To Die For,2020.03.23.04,114033,3,2020,spring
49,Birthday,Anne-Marie,Birthday,2020.03.23.04,91731,3,2020,spring
50,Moon,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,163205,3,2020,spring
51,시차,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,141851,3,2020,spring
52,포장마차,황인욱,포장마차,2020.03.23.04,166111,3,2020,spring
53,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,2020.03.23.04,132378,3,2020,spring
54,Painkiller,Ruel,Painkiller,2020.03.23.04,183344,3,2020,spring
55,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2020.03.23.04,235558,3,2020,spring
56,나의 오랜 연인에게,다비치,나의 오랜 연인에게,2020.03.23.04,92610,3,2020,spring
57,사랑의 인사,씨야,See You Again,2020.03.23.04,63312,3,2020,spring
58,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2,2020.03.23.04,135159,3,2020,spring
59,Inner Child,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,144676,3,2020,spring
60,너를 만나,폴킴,너를 만나,2020.03.23.04,328645,3,2020,spring
61,버릇처럼 셋을 센다,KCM,버릇처럼 셋을 센다,2020.03.23.04,45507,3,2020,spring
62,We are Bulletproof : the Eternal,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,147198,3,2020,spring
63,미친 소리,이예준,미친 소리,2020.03.23.04,76949,3,2020,spring
64,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",2020.03.23.04,77335,3,2020,spring
65,주저하는 연인들을 위해,잔나비,전설,2020.03.23.04,416857,3,2020,spring
66,봄날,방탄소년단,YOU NEVER WALK ALONE,2020.03.23.04,561706,3,2020,spring
67,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2020.03.23.04,345227,3,2020,spring
68,Louder than bombs,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,127098,3,2020,spring
69,있어줘요,장덕철,있어줘요,2020.03.23.04,90442,3,2020,spring
70,Flower,윤미래,사랑의 불시착 OST Part 2,2020.03.23.04,59642,3,2020,spring
71,Señorita,"Shawn Mendes, Camila Cabello",Señorita,2020.03.23.04,168290,3,2020,spring
72,욱 (UGH!),방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,128120,3,2020,spring
73,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7,2020.03.23.04,176894,3,2020,spring
74,ROXANNE,Arizona Zervas,ROXANNE,2020.03.23.04,99065,3,2020,spring
75,니 소식,송하예,니 소식,2020.03.23.04,208908,3,2020,spring
76,Say,윤미래,이태원 클라쓰 OST Part.8,2020.03.23.04,23573,3,2020,spring
77,찐이야,영탁,내일은 미스터트롯 결승전 베스트,2020.03.23.04,69770,3,2020,spring
78,영웅 (英雄; Kick It),NCT 127,NCT #127 Neo Zone - The 2nd Album,2020.03.23.04,152346,3,2020,spring
79,Interlude : Shadow,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,123364,3,2020,spring
80,Dance Monkey,Tones And I,The Kids Are Coming,2020.03.23.04,184896,3,2020,spring
81,Outro : Ego,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,118819,3,2020,spring
82,내 마음의 사진,송가인,사랑의 불시착 OST Part 6,2020.03.23.04,52971,3,2020,spring
83,Respect,방탄소년단,MAP OF THE SOUL : 7,2020.03.23.04,114789,3,2020,spring
84,comethru,Jeremy Zucker,"summer,",2020.03.23.04,236802,3,2020,spring
85,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,2020.03.23.04,82281,3,2020,spring
86,새 사랑,송하예,새 사랑,2020.03.23.04,102264,3,2020,spring
87,어느 60대 노부부이야기,임영웅,내일은 미스터트롯 트롯 에이드 베스트,2020.03.23.04,79545,3,2020,spring
88,내가 많이 사랑해요,이승철,달빛조각사 웹툰 OST Part.1,2020.03.23.04,64634,3,2020,spring
89,노래방에서,장범준,장범준 3집,2020.03.23.04,212763,3,2020,spring
90,잘 지내고 있는지 궁금해,V.O.S,잘 지내고 있는지 궁금해,2020.03.23.04,36977,3,2020,spring
91,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은",BAND,2020.03.23.04,142207,3,2020,spring
92,막걸리 한잔,영탁,내일은 미스터트롯 데스매치 PART1,2020.03.23.04,50743,3,2020,spring
93,Go away go away,"찬열 (CHANYEOL), 펀치 (Punch)",낭만닥터 김사부 2 OST Part.3,2020.03.23.04,62918,3,2020,spring
94,이별주,황인욱,이별주,2020.03.23.04,65210,3,2020,spring
95,"Into the Unknown (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, AURORA",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2020.03.23.04,171629,3,2020,spring
96,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2020.03.23.04,273723,3,2020,spring
97,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,2020.03.23.04,243688,3,2020,spring
98,Don't Start Now,Dua Lipa,Future Nostalgia,2020.03.23.04,168208,3,2020,spring
99,너에게 가는 이 길 위에서 (너.이.길),백현 (BAEKHYUN),하이에나 OST Part.2,2020.03.23.04,80892,3,2020,spring
100,"안녕, 오늘의 그대에게",임한별,"안녕, 오늘의 그대에게",2020.03.23.04,40665,3,2020,spring
1,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,2020.03.30.01,117959,3,2020,spring
2,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,2020.03.30.01,259483,3,2020,spring
3,그때 그 아인,김필,이태원 클라쓰 OST Part.6,2020.03.30.01,151441,3,2020,spring
4,아무노래,지코 (ZICO),아무노래,2020.03.30.01,281594,3,2020,spring
5,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2020.03.30.01,319194,3,2020,spring
6,돌덩이,하현우 (국카스텐),이태원 클라쓰 OST Part.3,2020.03.30.01,126907,3,2020,spring
7,ON,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,262003,3,2020,spring
8,마음을 드려요,아이유,사랑의 불시착 OST Part 11,2020.03.30.01,257368,3,2020,spring
9,METEOR,창모 (CHANGMO),Boyhood,2020.03.30.01,307075,3,2020,spring
10,WANNABE,ITZY (있지),IT'z ME,2020.03.30.01,126090,3,2020,spring
11,Blueming,아이유,Love poem,2020.03.30.01,364439,3,2020,spring
12,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2020.03.30.01,217388,3,2020,spring
13,"사랑, 하자",수호 (SUHO),자화상 - The 1st Mini Album,2020.03.30.01,97951,3,2020,spring
14,아로하,조정석,슬기로운 의사생활 OST Part 3,2020.03.30.01,254083,3,2020,spring
15,반만,진민호,반만,2020.03.30.01,75605,3,2020,spring
16,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2020.03.30.01,445220,3,2020,spring
17,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2020.03.30.01,245958,3,2020,spring
18,FIESTA,IZ*ONE (아이즈원),BLOOM*IZ,2020.03.30.01,148109,3,2020,spring
19,"다시 난, 여기",백예린 (Yerin Baek),사랑의 불시착 OST Part 4,2020.03.30.01,139295,3,2020,spring
20,어떻게 지내 (Prod. By VAN.C),오반,어떻게 지내,2020.03.30.01,211184,3,2020,spring
21,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2020.03.30.01,436857,3,2020,spring
22,00:00 (Zero O’Clock),방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,189064,3,2020,spring
23,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2020.03.30.01,289430,3,2020,spring
24,Black Swan,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,199857,3,2020,spring
25,2002,Anne-Marie,Speak Your Mind (Deluxe),2020.03.30.01,415365,3,2020,spring
26,HIP,마마무 (Mamamoo),reality in BLACK,2020.03.30.01,141390,3,2020,spring
27,뜸,WINNER,Remember,2020.03.30.01,56425,3,2020,spring
28,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2020.03.30.01,144693,3,2020,spring
29,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2,2020.03.30.01,135159,3,2020,spring
30,안녕,폴킴,호텔 델루나 OST Part.10,2020.03.30.01,222303,3,2020,spring
31,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2020.03.30.01,345227,3,2020,spring
32,친구,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,186516,3,2020,spring
33,Love poem,아이유,Love poem,2020.03.30.01,353279,3,2020,spring
34,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1,2020.03.30.01,180904,3,2020,spring
35,둘만의 세상으로 가,Crush,사랑의 불시착 OST Part 10,2020.03.30.01,60125,3,2020,spring
36,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,2020.03.30.01,299856,3,2020,spring
37,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,2020.03.30.01,143199,3,2020,spring
38,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2020.03.30.01,438895,3,2020,spring
39,조금 취했어 (Prod. 2soo),임재현,조금 취했어,2020.03.30.01,133875,3,2020,spring
40,문득,노을,문득,2020.03.30.01,35513,3,2020,spring
41,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,2020.03.30.01,225941,3,2020,spring
42,Sweet Night,V,이태원 클라쓰 OST Part.12,2020.03.30.01,124647,3,2020,spring
43,To Die For,Sam Smith,To Die For,2020.03.30.01,114033,3,2020,spring
44,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020.03.30.01,269273,3,2020,spring
45,Maniac,Conan Gray,Maniac,2020.03.30.01,172247,3,2020,spring
46,Filter,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,158978,3,2020,spring
47,Birthday,Anne-Marie,Birthday,2020.03.30.01,91731,3,2020,spring
48,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2020.03.30.01,168208,3,2020,spring
49,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),Red Moon : Happiness,2020.03.30.01,75581,3,2020,spring
50,다시 만날까 봐,V.O.S,다시 만날까 봐,2020.03.30.01,100131,3,2020,spring
51,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2020.03.30.01,312915,3,2020,spring
52,어떤 날엔,김재환,사랑의 불시착 OST Part 5,2020.03.30.01,66366,3,2020,spring
53,Moon,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,163205,3,2020,spring
54,주저하는 연인들을 위해,잔나비,전설,2020.03.30.01,416857,3,2020,spring
55,포장마차,황인욱,포장마차,2020.03.30.01,166111,3,2020,spring
56,시차,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,141851,3,2020,spring
57,Dance Monkey,Tones And I,The Kids Are Coming,2020.03.30.01,184896,3,2020,spring
58,버릇처럼 셋을 센다,KCM,버릇처럼 셋을 센다,2020.03.30.01,45507,3,2020,spring
59,빌었어,창모 (CHANGMO),Boyhood,2020.03.30.01,153890,3,2020,spring
60,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,2020.03.30.01,132378,3,2020,spring
61,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2020.03.30.01,235558,3,2020,spring
62,봄날,방탄소년단,YOU NEVER WALK ALONE,2020.03.30.01,561706,3,2020,spring
63,"안녕, 오늘의 그대에게",임한별,"안녕, 오늘의 그대에게",2020.03.30.01,40665,3,2020,spring
64,나의 오랜 연인에게,다비치,나의 오랜 연인에게,2020.03.30.01,92610,3,2020,spring
65,Painkiller,Ruel,Painkiller,2020.03.30.01,183344,3,2020,spring
66,Inner Child,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,144676,3,2020,spring
67,너를 만나,폴킴,너를 만나,2020.03.30.01,328645,3,2020,spring
68,We are Bulletproof : the Eternal,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,147198,3,2020,spring
69,사랑의 인사,씨야,See You Again,2020.03.30.01,63312,3,2020,spring
70,Louder than bombs,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,127098,3,2020,spring
71,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2020.03.30.01,234204,3,2020,spring
72,미친 소리,이예준,미친 소리,2020.03.30.01,76949,3,2020,spring
73,욱 (UGH!),방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,128120,3,2020,spring
74,찐이야,영탁,내일은 미스터트롯 결승전 베스트,2020.03.30.01,69770,3,2020,spring
75,어느 60대 노부부이야기,임영웅,내일은 미스터트롯 트롯 에이드 베스트,2020.03.30.01,79545,3,2020,spring
76,Señorita,"Shawn Mendes, Camila Cabello",Señorita,2020.03.30.01,168290,3,2020,spring
77,Interlude : Shadow,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,123364,3,2020,spring
78,"아무렇지 않게, 안녕",HYNN (박혜원),"아무렇지 않게, 안녕",2020.03.30.01,57817,3,2020,spring
79,ROXANNE,Arizona Zervas,ROXANNE,2020.03.30.01,99065,3,2020,spring
80,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",2020.03.30.01,77335,3,2020,spring
81,Outro : Ego,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,118819,3,2020,spring
82,영웅 (英雄; Kick It),NCT 127,NCT #127 Neo Zone - The 2nd Album,2020.03.30.01,152346,3,2020,spring
83,있어줘요,장덕철,있어줘요,2020.03.30.01,90442,3,2020,spring
84,Respect,방탄소년단,MAP OF THE SOUL : 7,2020.03.30.01,114789,3,2020,spring
85,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7,2020.03.30.01,176894,3,2020,spring
86,니 소식,송하예,니 소식,2020.03.30.01,208908,3,2020,spring
87,Obsession,EXO,OBSESSION - The 6th Album,2020.03.30.01,126034,3,2020,spring
88,comethru,Jeremy Zucker,"summer,",2020.03.30.01,236802,3,2020,spring
89,내 마음의 사진,송가인,사랑의 불시착 OST Part 6,2020.03.30.01,52971,3,2020,spring
90,Flower,윤미래,사랑의 불시착 OST Part 2,2020.03.30.01,59642,3,2020,spring
91,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2020.03.30.01,202685,3,2020,spring
92,새 사랑,송하예,새 사랑,2020.03.30.01,102264,3,2020,spring
93,Don't Start Now,Dua Lipa,Future Nostalgia,2020.03.30.01,168208,3,2020,spring
94,내가 많이 사랑해요,이승철,달빛조각사 웹툰 OST Part.1,2020.03.30.01,64634,3,2020,spring
95,Say,윤미래,이태원 클라쓰 OST Part.8,2020.03.30.01,23573,3,2020,spring
96,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,2020.03.30.01,82281,3,2020,spring
97,노래방에서,장범준,장범준 3집,2020.03.30.01,212763,3,2020,spring
98,Go away go away,"찬열 (CHANYEOL), 펀치 (Punch)",낭만닥터 김사부 2 OST Part.3,2020.03.30.01,62918,3,2020,spring
99,너에게 가는 이 길 위에서 (너.이.길),백현 (BAEKHYUN),하이에나 OST Part.2,2020.03.30.01,80892,3,2020,spring
100,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2020.03.30.01,177245,3,2020,spring
1,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,2020.04.06.02,117959,4,2020,spring
2,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,2020.04.06.02,259483,4,2020,spring
3,그때 그 아인,김필,이태원 클라쓰 OST Part.6,2020.04.06.02,151441,4,2020,spring
4,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2020.04.06.02,319194,4,2020,spring
5,아무노래,지코 (ZICO),아무노래,2020.04.06.02,281594,4,2020,spring
6,돌덩이,하현우 (국카스텐),이태원 클라쓰 OST Part.3,2020.04.06.02,126907,4,2020,spring
7,아로하,조정석,슬기로운 의사생활 OST Part 3,2020.04.06.02,254083,4,2020,spring
8,ON,방탄소년단,MAP OF THE SOUL : 7,2020.04.06.02,262003,4,2020,spring
9,METEOR,창모 (CHANGMO),Boyhood,2020.04.06.02,307076,4,2020,spring
10,마음을 드려요,아이유,사랑의 불시착 OST Part 11,2020.04.06.02,257368,4,2020,spring
11,WANNABE,ITZY (있지),IT'z ME,2020.04.06.02,126090,4,2020,spring
12,Blueming,아이유,Love poem,2020.04.06.02,364439,4,2020,spring
13,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2020.04.06.02,217388,4,2020,spring
14,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2020.04.06.02,445220,4,2020,spring
15,반만,진민호,반만,2020.04.06.02,75605,4,2020,spring
16,"사랑, 하자",수호 (SUHO),자화상 - The 1st Mini Album,2020.04.06.02,97951,4,2020,spring
17,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2020.04.06.02,245958,4,2020,spring
18,FIESTA,IZ*ONE (아이즈원),BLOOM*IZ,2020.04.06.02,148109,4,2020,spring
19,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2020.04.06.02,436857,4,2020,spring
20,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2,2020.04.06.02,135159,4,2020,spring
21,어떻게 지내 (Prod. By VAN.C),오반,어떻게 지내,2020.04.06.02,211184,4,2020,spring
22,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2020.04.06.02,289430,4,2020,spring
23,2002,Anne-Marie,Speak Your Mind (Deluxe),2020.04.06.02,415365,4,2020,spring
24,00:00 (Zero O’Clock),방탄소년단,MAP OF THE SOUL : 7,2020.04.06.02,189064,4,2020,spring
25,"다시 난, 여기",백예린 (Yerin Baek),사랑의 불시착 OST Part 4,2020.04.06.02,139295,4,2020,spring
26,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1,2020.04.06.02,180904,4,2020,spring
