rank,title,singer,album,date,like,year,month,day,week,season
28,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2016.04.18,345229,2016,4,18,3,0
56,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2016.04.18,177245,2016,4,18,3,0
45,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2016.04.18,234205,2016,4,18,3,0
2,봄이 좋냐??,10CM,3.2,2016.04.18,191569,2016,4,18,3,0
60,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2016.04.25,177245,2016,4,25,4,0
52,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2016.04.25,234205,2016,4,25,4,0
37,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2016.04.25,345229,2016,4,25,4,0
3,봄이 좋냐??,10CM,3.2,2016.04.25,191569,2016,4,25,4,0
5,봄이 좋냐??,10CM,3.2,2016.05.02,191569,2016,5,2,1,0
49,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2016.05.02,345229,2016,5,2,1,0
67,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2016.05.02,234205,2016,5,2,1,0
74,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2016.05.02,177245,2016,5,2,1,0
87,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2016.05.09,234205,2016,5,9,2,0
83,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2016.05.09,177245,2016,5,9,2,0
65,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2016.05.09,345229,2016,5,9,2,0
5,봄이 좋냐??,10CM,3.2,2016.05.09,191569,2016,5,9,2,0
72,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2016.05.16,345229,2016,5,16,3,0
87,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2016.05.16,177245,2016,5,16,3,0
6,봄이 좋냐??,10CM,3.2,2016.05.16,191569,2016,5,16,3,0
97,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2016.05.16,234205,2016,5,16,3,0
13,봄이 좋냐??,10CM,3.2,2016.05.23,191569,2016,5,23,4,0
90,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2016.05.23,345229,2016,5,23,4,0
94,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2016.05.23,177245,2016,5,23,4,0
48,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2016.11.28,180205,2016,11,28,1,1
68,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2016.11.28,171261,2016,11,28,1,1
34,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2016.12.05,180205,2016,12,5,2,1
99,Santa Tell Me,Ariana Grande,Santa Tell Me,2016.12.05,246443,2016,12,5,2,1
49,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2016.12.05,171261,2016,12,5,2,1
77,Santa Tell Me,Ariana Grande,Santa Tell Me,2016.12.12,246443,2016,12,12,3,1
82,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2016.12.12,236566,2016,12,12,3,1
39,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2016.12.12,171261,2016,12,12,3,1
30,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2016.12.12,180205,2016,12,12,3,1
93,Last Christmas,WHAM!,크리스마스 캐롤 베스트 (Christmas Carol Best),2016.12.19,5069,2016,12,19,4,1
53,Santa Tell Me,Ariana Grande,Santa Tell Me,2016.12.19,246443,2016,12,19,4,1
32,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2016.12.19,236566,2016,12,19,4,1
25,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2016.12.19,180205,2016,12,19,4,1
29,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2016.12.19,171261,2016,12,19,4,1
52,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2016.12.26,171261,2016,12,26,5,1
40,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2016.12.26,180205,2016,12,26,5,1
84,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2016.12.26,236566,2016,12,26,5,1
88,Santa Tell Me,Ariana Grande,Santa Tell Me,2016.12.26,246443,2016,12,26,5,1
83,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2017.01.02,180205,2016,1,2,1,1
87,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.02.27,345228,2016,2,27,1,1
59,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.03.06,345228,2017,3,6,2,0
31,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.03.13,345228,2017,3,13,3,0
69,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.03.13,234205,2017,3,13,3,0
28,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.03.20,345228,2017,3,20,4,0
43,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.03.20,234205,2017,3,20,4,0
88,봄이 좋냐??,10CM,3.2,2017.03.20,191569,2017,3,20,4,0
79,봄이 좋냐??,10CM,3.2,2017.03.27,191569,2017,3,27,5,0
26,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.03.27,345228,2017,3,27,5,0
35,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.03.27,234205,2017,3,27,5,0
26,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.04.03,234205,2017,4,3,1,0
15,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.04.03,345228,2017,4,3,1,0
56,봄이 좋냐??,10CM,3.2,2017.04.03,191569,2017,4,3,1,0
17,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.04.10,345228,2017,4,10,2,0
57,봄이 좋냐??,10CM,3.2,2017.04.10,191569,2017,4,10,2,0
23,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.04.10,234205,2017,4,10,2,0
39,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.04.17,234205,2017,4,17,3,0
34,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.04.17,345228,2017,4,17,3,0
78,봄이 좋냐??,10CM,3.2,2017.04.17,191569,2017,4,17,3,0
52,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.04.24,345228,2017,4,24,4,0
53,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.04.24,234205,2017,4,24,4,0
97,봄이 좋냐??,10CM,3.2,2017.04.24,191569,2017,4,24,4,0
57,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.05.01,234205,2017,5,1,1,0
62,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.05.01,345228,2017,5,1,1,0
91,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.05.08,345228,2017,5,8,2,0
76,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.05.08,234205,2017,5,8,2,0
89,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.05.15,234205,2017,5,15,3,0
52,Santa Tell Me,Ariana Grande,Santa Tell Me,2017.12.04,246443,2017,12,4,1,1
67,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2017.12.04,171261,2017,12,4,1,1
58,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2017.12.04,180205,2017,12,4,1,1
100,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2017.12.04,265321,2017,12,4,1,1
46,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2017.12.11,171261,2017,12,11,2,1
99,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2017.12.11,236566,2017,12,11,2,1
43,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2017.12.11,180205,2017,12,11,2,1
26,Santa Tell Me,Ariana Grande,Santa Tell Me,2017.12.11,246443,2017,12,11,2,1
78,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2017.12.11,265321,2017,12,11,2,1
65,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2017.12.18,236566,2017,12,18,3,1
16,Santa Tell Me,Ariana Grande,Santa Tell Me,2017.12.18,246443,2017,12,18,3,1
63,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2017.12.18,265321,2017,12,18,3,1
36,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2017.12.18,171261,2017,12,18,3,1
28,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2017.12.18,180205,2017,12,18,3,1
76,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2017.12.25,265321,2017,12,25,4,1
52,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2017.12.25,171261,2017,12,25,4,1
8,Santa Tell Me,Ariana Grande,Santa Tell Me,2017.12.25,246443,2017,12,25,4,1
89,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2017.12.25,236566,2017,12,25,4,1
46,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2017.12.25,180205,2017,12,25,4,1
90,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2018.01.01,265321,2017,1,1,1,1
26,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.01.01,246443,2017,1,1,1,1
94,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2018.01.01,171261,2017,1,1,1,1
89,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2018.01.01,180205,2017,1,1,1,1
100,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2018.01.08,265321,2017,1,8,2,1
43,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.01.08,246443,2017,1,8,2,1
56,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.01.15,246443,2017,1,15,3,1
73,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.01.22,246443,2017,1,22,4,1
85,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.01.29,246443,2017,1,29,1,1
86,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2018.03.12,345227,2018,3,12,3,0
80,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2018.03.19,345227,2018,3,19,4,0
91,봄이 좋냐??,10CM,3.2,2018.03.26,191568,2018,3,26,5,0
76,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2018.03.26,234205,2018,3,26,5,0
44,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2018.03.26,345227,2018,3,26,5,0
65,봄이 좋냐??,10CM,3.2,2018.04.02,191568,2018,4,2,1,0
54,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2018.04.02,234205,2018,4,2,1,0
32,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2018.04.02,345228,2018,4,2,1,0
51,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2018.04.09,345228,2018,4,9,2,0
68,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2018.04.09,234205,2018,4,9,2,0
76,봄이 좋냐??,10CM,3.2,2018.04.09,191568,2018,4,9,2,0
77,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2018.04.16,234205,2018,4,16,3,0
70,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2018.04.16,345228,2018,4,16,3,0
80,봄이 좋냐??,10CM,3.2,2018.04.16,191568,2018,4,16,3,0
85,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2018.04.23,345228,2018,4,23,4,0
87,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2018.04.23,234205,2018,4,23,4,0
98,봄이 좋냐??,10CM,3.2,2018.04.23,191568,2018,4,23,4,0
98,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2018.04.30,345228,2018,4,30,1,0
92,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.12.03,246443,2018,12,3,1,1
98,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2018.12.03,236565,2018,12,3,1,1
83,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2018.12.10,171261,2018,12,10,2,1
43,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.12.10,246443,2018,12,10,2,1
45,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2018.12.10,236565,2018,12,10,2,1
87,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2018.12.10,265321,2018,12,10,2,1
70,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2018.12.10,180205,2018,12,10,2,1
44,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2018.12.17,171261,2018,12,17,3,1
38,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2018.12.17,180205,2018,12,17,3,1
27,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2018.12.17,236565,2018,12,17,3,1
28,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.12.17,246443,2018,12,17,3,1
49,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2018.12.17,265321,2018,12,17,3,1
30,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2018.12.24,265321,2018,12,24,4,1
7,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2018.12.24,236565,2018,12,24,4,1
87,Last Christmas,Ariana Grande,Last Christmas,2018.12.24,26092,2018,12,24,4,1
26,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2018.12.24,171261,2018,12,24,4,1
90,Must Have Love,"SG 워너비, 브라운아이드걸스",SG워너비 & 브라운아이드걸스 싱글,2018.12.24,79477,2018,12,24,4,1
12,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.12.24,246443,2018,12,24,4,1
21,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2018.12.24,180205,2018,12,24,4,1
87,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2018.12.31,171261,2018,12,31,1,1
75,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2018.12.31,180205,2018,12,31,1,1
49,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2018.12.31,265321,2018,12,31,1,1
52,Santa Tell Me,Ariana Grande,Santa Tell Me,2018.12.31,246443,2018,12,31,1,1
55,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2018.12.31,236565,2018,12,31,1,1
62,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.01.07,265321,2018,1,7,2,1
83,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.01.07,246443,2018,1,7,2,1
98,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.01.07,236565,2018,1,7,2,1
69,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.01.14,265321,2018,1,14,3,1
79,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.01.21,265321,2018,1,21,4,1
99,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.01.28,265321,2018,1,28,5,1
97,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.02.04,265321,2018,2,4,1,1
95,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2019.03.18,345227,2019,3,18,3,0
50,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2019.03.25,345227,2019,3,25,4,0
1,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.04.01,202685,2019,4,1,1,0
41,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2019.04.01,345227,2019,4,1,1,0
45,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2019.04.08,345227,2019,4,8,2,0
1,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.04.08,202685,2019,4,8,2,0
61,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2019.04.15,345227,2019,4,15,3,0
2,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.04.15,202685,2019,4,15,3,0
3,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.04.22,202685,2019,4,22,4,0
82,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2019.04.22,345227,2019,4,22,4,0
94,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2019.04.29,345227,2019,4,29,1,0
3,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.04.29,202685,2019,4,29,1,0
5,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.06,202685,2019,5,6,2,0
6,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.13,202685,2019,5,13,3,0
10,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.20,202685,2019,5,20,4,0
13,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.27,202685,2019,5,27,5,0
58,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2019.12.02,180205,2019,12,2,1,1
42,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.12.02,246443,2019,12,2,1,1
65,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.12.02,265321,2019,12,2,1,1
29,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.12.02,236565,2019,12,2,1,1
84,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2019.12.02,171261,2019,12,2,1,1
51,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.12.09,265321,2019,12,9,2,1
26,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.12.09,236565,2019,12,9,2,1
29,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.12.09,246443,2019,12,9,2,1
45,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2019.12.09,180205,2019,12,9,2,1
55,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2019.12.09,171261,2019,12,9,2,1
34,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.12.16,265321,2019,12,16,3,1
22,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.12.16,246443,2019,12,16,3,1
17,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.12.16,236565,2019,12,16,3,1
41,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2019.12.16,171261,2019,12,16,3,1
36,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2019.12.16,180205,2019,12,16,3,1
14,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.12.23,246443,2019,12,23,4,1
88,Must Have Love,"SG 워너비, 브라운아이드걸스",SG워너비 & 브라운아이드걸스 싱글,2019.12.23,79477,2019,12,23,4,1
26,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.12.23,265321,2019,12,23,4,1
27,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2019.12.23,180205,2019,12,23,4,1
90,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,Under The Influence: Holiday Edition,2019.12.23,73545,2019,12,23,4,1
13,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.12.23,236565,2019,12,23,4,1
30,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2019.12.23,171261,2019,12,23,4,1
82,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2019.12.30,171261,2019,12,30,1,1
57,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.12.30,236565,2019,12,30,1,1
45,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.12.30,246443,2019,12,30,1,1
77,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2019.12.30,180205,2019,12,30,1,1
52,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.12.30,265321,2019,12,30,1,1
73,Santa Tell Me,Ariana Grande,Santa Tell Me,2020.01.06,246443,2019,1,6,2,1
68,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.01.06,265321,2019,1,6,2,1
94,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2020.01.06,180205,2019,1,6,2,1
88,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2020.01.06,236565,2019,1,6,2,1
99,Santa Tell Me,Ariana Grande,Santa Tell Me,2020.01.13,246443,2019,1,13,3,1
85,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.01.13,265321,2019,1,13,3,1
97,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.01.20,265321,2019,1,20,4,1
67,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2020.03.23,345227,2020,3,23,4,0
100,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2020.03.30,177245,2020,3,30,1,0
31,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2020.03.30,345227,2020,3,30,1,0
71,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2020.03.30,234204,2020,3,30,1,0
91,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2020.03.30,202685,2020,3,30,1,0
86,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2020.04.06,202685,2020,4,6,2,0
39,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2020.04.06,345227,2020,4,6,2,0
99,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2020.04.06,177245,2020,4,6,2,0
66,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2020.04.06,234204,2020,4,6,2,0
80,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2020.04.13,234204,2020,4,13,3,0
58,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2020.04.13,345227,2020,4,13,3,0
98,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2020.04.20,234204,2020,4,20,4,0
87,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2020.04.20,345227,2020,4,20,4,0
27,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2020.11.30,236565,2020,11,30,1,1
50,Santa Tell Me,Ariana Grande,Santa Tell Me,2020.11.30,246443,2020,11,30,1,1
93,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.11.30,265321,2020,11,30,1,1
49,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.12.07,265321,2020,12,7,2,1
90,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2020.12.07,171261,2020,12,7,2,1
56,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2020.12.07,180205,2020,12,7,2,1
21,Santa Tell Me,Ariana Grande,Santa Tell Me,2020.12.07,246443,2020,12,7,2,1
12,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2020.12.07,236565,2020,12,7,2,1
46,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2020.12.14,171261,2020,12,14,3,1
19,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2020.12.14,180205,2020,12,14,3,1
24,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.12.14,265321,2020,12,14,3,1
6,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2020.12.14,236565,2020,12,14,3,1
12,Santa Tell Me,Ariana Grande,Santa Tell Me,2020.12.14,246443,2020,12,14,3,1
10,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2020.12.21,180205,2020,12,21,4,1
12,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.12.21,265321,2020,12,21,4,1
5,Santa Tell Me,Ariana Grande,Santa Tell Me,2020.12.21,246443,2020,12,21,4,1
18,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2020.12.21,171261,2020,12,21,4,1
90,Last Christmas,Ariana Grande,Christmas Kisses,2020.12.21,70453,2020,12,21,4,1
2,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2020.12.21,236565,2020,12,21,4,1
81,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,Under The Influence: Holiday Edition,2020.12.21,73545,2020,12,21,4,1
38,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.12.28,265321,2020,12,28,5,1
43,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2020.12.28,180205,2020,12,28,5,1
23,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2020.12.28,236565,2020,12,28,5,1
29,Santa Tell Me,Ariana Grande,Santa Tell Me,2020.12.28,246443,2020,12,28,5,1
