rank,title,singer,album,date,like,week
100,"고장난 선풍기 (Feat. 개리, 효린 Of 씨스타)",MC몽,MISS ME OR DISS ME,2014.12.29 ~ 2015.01.04,25395,1
1,위아래,EXID,위아래,2015.01.05 ~ 2015.01.11,78021,2
2,LUV,Apink (에이핑크),Pink LUV,2015.01.05 ~ 2015.01.11,100247,2
3,사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2015.01.05 ~ 2015.01.11,102291,2
4,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2015.01.05 ~ 2015.01.11,244285,2
5,Problem (Feat. Iggy Azalea),Ariana Grande,Problem,2015.01.05 ~ 2015.01.11,84482,2
6,데자-부 (Deja-Boo) (Feat. Zion.T),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.05 ~ 2015.01.11,51703,2
7,GOOD BOY,GD X TAEYANG,GOOD BOY,2015.01.05 ~ 2015.01.11,91016,2
8,목소리,노을,보이지 않는 것들,2015.01.05 ~ 2015.01.11,57904,2
9,Angel,"타이거JK, 윤미래, 비지 (Bizzy)",Angel,2015.01.05 ~ 2015.01.11,45969,2
10,사뿐사뿐,AOA,사뿐사뿐,2015.01.05 ~ 2015.01.11,52172,2
11,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.01.05 ~ 2015.01.11,77338,2
12,세 사람 (With 성시경),토이,Da Capo,2015.01.05 ~ 2015.01.11,107579,2
13,싱숭생숭 (SsSs),"다이나믹 듀오, 박정현",싱숭생숭 (SsSs),2015.01.05 ~ 2015.01.11,51925,2
14,잘못된 만남,김건모,Kim Gun Mo 3,2015.01.05 ~ 2015.01.11,57388,2
15,니가 모르게 (You Don't Know),로꼬,LOCOMOTIVE,2015.01.05 ~ 2015.01.11,115355,2
16,HAPPY TOGETHER,박효신,HAPPY TOGETHER,2015.01.05 ~ 2015.01.11,75151,2
17,잊지 말기로 해 (Bonus Track),"성시경, 권진아",Winter Wonderland,2015.01.05 ~ 2015.01.11,54365,2
18,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라,2015.01.05 ~ 2015.01.11,51375,2
19,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2015.01.05 ~ 2015.01.11,114744,2
20,12시 30분,비스트,TIME,2015.01.05 ~ 2015.01.11,102179,2
21,신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,2015.01.05 ~ 2015.01.11,114068,2
22,Coach Me (Feat. 주헌),"San E (산이), 효린",NO.MERCY (노머시) Part.1,2015.01.05 ~ 2015.01.11,8518,2
23,내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,MISS ME OR DISS ME,2015.01.05 ~ 2015.01.11,51420,2
24,악몽 (Feat. 박수진),배치기,악몽,2015.01.05 ~ 2015.01.11,19687,2
25,지워 (Feat. 아이언),"효린, 주영",지워,2015.01.05 ~ 2015.01.11,36789,2
26,그녀와의 이별,김현정,Legend,2015.01.05 ~ 2015.01.11,34444,2
27,야생화,박효신,야생화,2015.01.05 ~ 2015.01.11,324394,2
28,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME,2015.01.05 ~ 2015.01.11,96703,2
29,Lost Stars,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,2015.01.05 ~ 2015.01.11,274048,2
30,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),신발장,2015.01.05 ~ 2015.01.11,95634,2
31,전화번호,지누션,노.라.보.세. 4집,2015.01.05 ~ 2015.01.11,17558,2
32,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2015.01.05 ~ 2015.01.11,171261,2
33,White Love (스키장에서),터보,하얀 겨울 2005,2015.01.05 ~ 2015.01.11,24013,2
34,말해줘,지누션,Jinusean,2015.01.05 ~ 2015.01.11,20635,2
35,공허해,WINNER,2014 S/S,2015.01.05 ~ 2015.01.11,151656,2
36,쓰담쓰담,10CM,3.0,2015.01.05 ~ 2015.01.11,59094,2
37,손대지마,에일리(Ailee),Magazine,2015.01.05 ~ 2015.01.11,68909,2
38,멍,김현정,The Third Eye,2015.01.05 ~ 2015.01.11,27537,2
39,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2015.01.05 ~ 2015.01.11,180205,2
40,산다는 건 (Cheer Up),홍진영,인생노트 (LIFE NOTE),2015.01.05 ~ 2015.01.11,51420,2
41,피노키오,로이킴,피노키오 OST Part.2,2015.01.05 ~ 2015.01.11,44418,2
42,사랑에 빠지고 싶다,김조한,사랑에 빠지고 싶다,2015.01.05 ~ 2015.01.11,67883,2
43,Poison,엄정화,Invitation,2015.01.05 ~ 2015.01.11,26196,2
44,오빠야,"술제이 (Sool J), 조현영",오빠야,2015.01.05 ~ 2015.01.11,19729,2
45,I'm Not The Only One,Sam Smith,In The Lonely Hour,2015.01.05 ~ 2015.01.11,295543,2
46,나 어릴 적 꿈,터보,터보 (Turbo) 1집 '280km Speed',2015.01.05 ~ 2015.01.11,14969,2
47,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (PIANOFORTE),2015.01.05 ~ 2015.01.11,97725,2
48,시간아 천천히,이진아,K팝 스타 시즌4 '시간아 천천히',2015.01.05 ~ 2015.01.11,40054,2
49,초대,엄정화,Invitation,2015.01.05 ~ 2015.01.11,22678,2
50,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,REDINGRAY,2015.01.05 ~ 2015.01.11,65218,2
51,하나뿐인 사람,케이윌,피노키오 OST Part.5,2015.01.05 ~ 2015.01.11,20108,2
52,Tears,소찬휘,First Bridge,2015.01.05 ~ 2015.01.11,45008,2
53,연결고리#힙합,BOBBY,쇼미더머니3 Part.4,2015.01.05 ~ 2015.01.11,68009,2
54,끼부리지마,WINNER,2014 S/S,2015.01.05 ~ 2015.01.11,107568,2
55,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME,2015.01.05 ~ 2015.01.11,34470,2
56,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2015.01.05 ~ 2015.01.11,263526,2
57,"눈, 코, 입",태양,RISE,2015.01.05 ~ 2015.01.11,188920,2
58,너의 의미 (Feat. 김창완),아이유,꽃갈피,2015.01.05 ~ 2015.01.11,235269,2
59,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2015.01.05 ~ 2015.01.11,75394,2
60,U & I (With Crush & 빈지노),토이,Da Capo,2015.01.05 ~ 2015.01.11,62991,2
61,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2015.01.05 ~ 2015.01.11,160448,2
62,혼잣말,"지아, 하트비",혼잣말,2015.01.05 ~ 2015.01.11,7038,2
63,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME,2015.01.05 ~ 2015.01.11,50048,2
64,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2015.01.05 ~ 2015.01.11,179673,2
65,너를 사랑해,S.E.S.,S.E.S. 2,2015.01.05 ~ 2015.01.11,27316,2
66,LOVE IS YOU,"케이윌, 씨스타, 정기고, 매드클라운, 보이프렌드, 주영",Starship Planet 2014 (스타쉽플래닛),2015.01.05 ~ 2015.01.11,15056,2
67,HER,블락비 (Block B),HER,2015.01.05 ~ 2015.01.11,130694,2
68,To Heaven (천국으로 보낸 편지),조성모,To Heaven,2015.01.05 ~ 2015.01.11,38734,2
69,Piano Man,마마무 (Mamamoo),Piano Man,2015.01.05 ~ 2015.01.11,56530,2
70,마음대로,이진아,K팝 스타 시즌4 '마음대로',2015.01.05 ~ 2015.01.11,18603,2
71,Maps,Maroon 5,Maps,2015.01.05 ~ 2015.01.11,102004,2
72,한강앞에서,나비 (Navi),REAL STORY,2015.01.05 ~ 2015.01.11,10390,2
73,너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2015.01.05 ~ 2015.01.11,80226,2
74,그게 나야,김동률,동행,2015.01.05 ~ 2015.01.11,83780,2
75,예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2015.01.05 ~ 2015.01.11,76419,2
76,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 레이나 Project Single '한여름밤의 꿀'",2015.01.05 ~ 2015.01.11,175617,2
77,틈,"소유 (SOYOU), 권순일 (어반자카파), 박용인 (어반자카파)",소유X어반자카파 (권순일&박용인) '틈',2015.01.05 ~ 2015.01.11,46258,2
78,"이리와봐 (Feat. Dok2, BOBBY)",MASTA WU,이리와봐,2015.01.05 ~ 2015.01.11,18234,2
79,"December, 2014 (The Winter's Tale)",EXO,EXOLOGY CHAPTER 1: THE LOST PLANET,2015.01.05 ~ 2015.01.11,69627,2
80,술이 너보다 낫더라,"포스트맨 (POSTMEN), 6 to 8",술이 너보다 낫더라,2015.01.05 ~ 2015.01.11,27918,2
81,Tough Cookie (Feat. Don Mills),지코 (ZICO),Tough Cookie,2015.01.05 ~ 2015.01.11,51598,2
82,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6,2015.01.05 ~ 2015.01.11,104920,2
83,뜨겁게 나를,윤하 (YOUNHA),피노키오 OST Part.7,2015.01.05 ~ 2015.01.11,8086,2
84,우리 다시 사랑한다면,2BIC(투빅),Genuine,2015.01.05 ~ 2015.01.11,14040,2
85,마음 단단히 먹어 (Feat. 에일리),MC몽,MISS ME OR DISS ME,2015.01.05 ~ 2015.01.11,29828,2
86,Love Is...,터보,터보 History,2015.01.05 ~ 2015.01.11,3311,2
87,잠 못 드는 밤 비는 내리고,김건모,Kim Gun Mo,2015.01.05 ~ 2015.01.11,30823,2
88,현명한 선택,소찬휘,Eight Times - Begin Again,2015.01.05 ~ 2015.01.11,15675,2
89,"밤하늘의 별을 6 (With 알렉스, 피어)",양정승,밤하늘의 별을 6,2015.01.05 ~ 2015.01.11,11008,2
90,펑펑,알리 (ALi),TURNING POINT,2015.01.05 ~ 2015.01.11,56816,2
91,슬퍼지려 하기 전에 (R&B Vers.),쿨 (COOL),Cool Best,2015.01.05 ~ 2015.01.11,10333,2
92,지친 하루,"윤종신, 곽진언, 김필",2014 월간 윤종신 12월호,2015.01.05 ~ 2015.01.11,87908,2
93,미안해요 늙어서 (With 길구봉구),유세윤,월세 유세윤 첫 번째 이야기,2015.01.05 ~ 2015.01.11,4234,2
94,사랑,먼데이 키즈 (Monday Kiz),사랑,2015.01.05 ~ 2015.01.11,5648,2
95,나처럼 사랑했을까,"포스트맨 (POSTMEN), 바닐라 어쿠스틱",나처럼 사랑했을까,2015.01.05 ~ 2015.01.11,13957,2
96,바람아 불어라,백지영,바람아 불어라,2015.01.05 ~ 2015.01.11,4719,2
97,콩 (Feat. 주영) (Hide And Seek),매드클라운,Piece Of Mine,2015.01.05 ~ 2015.01.11,13370,2
98,핑계,김건모,김건모 2,2015.01.05 ~ 2015.01.11,18459,2
99,와,이정현,Let's Go To My Star,2015.01.05 ~ 2015.01.11,25220,2
100,눈의 꽃,박효신,미안하다 사랑한다 OST,2015.01.05 ~ 2015.01.11,185333,2
1,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.01.12 ~ 2015.01.18,77338,3
2,목소리,노을,보이지 않는 것들,2015.01.12 ~ 2015.01.18,57904,3
3,위아래,EXID,위아래,2015.01.12 ~ 2015.01.18,78021,3
4,LUV,Apink (에이핑크),Pink LUV,2015.01.12 ~ 2015.01.18,100247,3
5,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2015.01.12 ~ 2015.01.18,244285,3
6,사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2015.01.12 ~ 2015.01.18,102291,3
7,Problem (Feat. Iggy Azalea),Ariana Grande,Problem,2015.01.12 ~ 2015.01.18,84482,3
8,데자-부 (Deja-Boo) (Feat. Zion.T),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.12 ~ 2015.01.18,51703,3
9,GOOD BOY,GD X TAEYANG,GOOD BOY,2015.01.12 ~ 2015.01.18,91016,3
10,Angel,"타이거JK, 윤미래, 비지 (Bizzy)",Angel,2015.01.12 ~ 2015.01.18,45969,3
11,사뿐사뿐,AOA,사뿐사뿐,2015.01.12 ~ 2015.01.18,52172,3
12,세 사람 (With 성시경),토이,Da Capo,2015.01.12 ~ 2015.01.18,107579,3
13,잘못된 만남,김건모,Kim Gun Mo 3,2015.01.12 ~ 2015.01.18,57388,3
14,싱숭생숭 (SsSs),"다이나믹 듀오, 박정현",싱숭생숭 (SsSs),2015.01.12 ~ 2015.01.18,51925,3
15,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이",NO.MERCY (노머시) Part.2,2015.01.12 ~ 2015.01.18,51343,3
16,니가 모르게 (You Don't Know),로꼬,LOCOMOTIVE,2015.01.12 ~ 2015.01.18,115355,3
17,HAPPY TOGETHER,박효신,HAPPY TOGETHER,2015.01.12 ~ 2015.01.18,75151,3
18,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2015.01.12 ~ 2015.01.18,114744,3
19,12시 30분,비스트,TIME,2015.01.12 ~ 2015.01.18,102179,3
20,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라,2015.01.12 ~ 2015.01.18,51375,3
21,신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,2015.01.12 ~ 2015.01.18,114068,3
22,잊지 말기로 해 (Bonus Track),"성시경, 권진아",Winter Wonderland,2015.01.12 ~ 2015.01.18,54365,3
23,지워 (Feat. 아이언),"효린, 주영",지워,2015.01.12 ~ 2015.01.18,36789,3
24,악몽 (Feat. 박수진),배치기,악몽,2015.01.12 ~ 2015.01.18,19687,3
25,야생화,박효신,야생화,2015.01.12 ~ 2015.01.18,324394,3
26,내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,MISS ME OR DISS ME,2015.01.12 ~ 2015.01.18,51420,3
27,그녀와의 이별,김현정,Legend,2015.01.12 ~ 2015.01.18,34444,3
28,Lost Stars,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,2015.01.12 ~ 2015.01.18,274048,3
29,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME,2015.01.12 ~ 2015.01.18,96703,3
30,전화번호,지누션,노.라.보.세. 4집,2015.01.12 ~ 2015.01.18,17558,3
31,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),신발장,2015.01.12 ~ 2015.01.18,95634,3
32,White Love (스키장에서),터보,하얀 겨울 2005,2015.01.12 ~ 2015.01.18,24013,3
33,공허해,WINNER,2014 S/S,2015.01.12 ~ 2015.01.18,151656,3
34,I'm Not The Only One,Sam Smith,In The Lonely Hour,2015.01.12 ~ 2015.01.18,295543,3
35,멍,김현정,The Third Eye,2015.01.12 ~ 2015.01.18,27537,3
36,산다는 건 (Cheer Up),홍진영,인생노트 (LIFE NOTE),2015.01.12 ~ 2015.01.18,51420,3
37,Coach Me (Feat. 주헌),"San E (산이), 효린",NO.MERCY (노머시) Part.1,2015.01.12 ~ 2015.01.18,8518,3
38,쓰담쓰담,10CM,3.0,2015.01.12 ~ 2015.01.18,59094,3
39,손대지마,에일리(Ailee),Magazine,2015.01.12 ~ 2015.01.18,68909,3
40,말해줘,지누션,Jinusean,2015.01.12 ~ 2015.01.18,20635,3
41,피노키오,로이킴,피노키오 OST Part.2,2015.01.12 ~ 2015.01.18,44418,3
42,Poison,엄정화,Invitation,2015.01.12 ~ 2015.01.18,26196,3
43,사랑에 빠지고 싶다,김조한,사랑에 빠지고 싶다,2015.01.12 ~ 2015.01.18,67883,3
44,나 어릴 적 꿈,터보,터보 (Turbo) 1집 '280km Speed',2015.01.12 ~ 2015.01.18,14969,3
45,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (PIANOFORTE),2015.01.12 ~ 2015.01.18,97725,3
46,Crazy (Guilty Pleasure) (Feat. 아이언),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.12 ~ 2015.01.18,19888,3
47,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2015.01.12 ~ 2015.01.18,171261,3
48,오빠야,"술제이 (Sool J), 조현영",오빠야,2015.01.12 ~ 2015.01.18,19729,3
49,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,REDINGRAY,2015.01.12 ~ 2015.01.18,65218,3
50,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2015.01.12 ~ 2015.01.18,263526,3
51,초대,엄정화,Invitation,2015.01.12 ~ 2015.01.18,22678,3
52,끼부리지마,WINNER,2014 S/S,2015.01.12 ~ 2015.01.18,107568,3
53,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2015.01.12 ~ 2015.01.18,75394,3
54,하나뿐인 사람,케이윌,피노키오 OST Part.5,2015.01.12 ~ 2015.01.18,20108,3
55,Tears,소찬휘,First Bridge,2015.01.12 ~ 2015.01.18,45008,3
56,연결고리#힙합,BOBBY,쇼미더머니3 Part.4,2015.01.12 ~ 2015.01.18,68009,3
57,"눈, 코, 입",태양,RISE,2015.01.12 ~ 2015.01.18,188920,3
58,시간아 천천히,이진아,K팝 스타 시즌4 '시간아 천천히',2015.01.12 ~ 2015.01.18,40054,3
59,너의 의미 (Feat. 김창완),아이유,꽃갈피,2015.01.12 ~ 2015.01.18,235269,3
60,콩 (Feat. 주영) (Hide And Seek),매드클라운,Piece Of Mine,2015.01.12 ~ 2015.01.18,13370,3
61,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2015.01.12 ~ 2015.01.18,180205,3
62,"밤하늘의 별을 6 (With 알렉스, 피어)",양정승,밤하늘의 별을 6,2015.01.12 ~ 2015.01.18,11008,3
63,혼잣말,"지아, 하트비",혼잣말,2015.01.12 ~ 2015.01.18,7038,3
64,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2015.01.12 ~ 2015.01.18,160448,3
65,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME,2015.01.12 ~ 2015.01.18,34470,3
66,U & I (With Crush & 빈지노),토이,Da Capo,2015.01.12 ~ 2015.01.18,62991,3
67,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2015.01.12 ~ 2015.01.18,179673,3
68,HER,블락비 (Block B),HER,2015.01.12 ~ 2015.01.18,130694,3
69,Maps,Maroon 5,Maps,2015.01.12 ~ 2015.01.18,102004,3
70,Piano Man,마마무 (Mamamoo),Piano Man,2015.01.12 ~ 2015.01.18,56530,3
71,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME,2015.01.12 ~ 2015.01.18,50048,3
72,너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2015.01.12 ~ 2015.01.18,80226,3
73,To Heaven (천국으로 보낸 편지),조성모,To Heaven,2015.01.12 ~ 2015.01.18,38734,3
74,예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2015.01.12 ~ 2015.01.18,76419,3
75,술이 너보다 낫더라,"포스트맨 (POSTMEN), 6 to 8",술이 너보다 낫더라,2015.01.12 ~ 2015.01.18,27918,3
76,그게 나야,김동률,동행,2015.01.12 ~ 2015.01.18,83780,3
77,환청 (Feat. 나쑈 (NaShow)),장재인(JEIN),킬미힐미 OST Part.1,2015.01.12 ~ 2015.01.18,63048,3
78,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 레이나 Project Single '한여름밤의 꿀'",2015.01.12 ~ 2015.01.18,175617,3
79,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6,2015.01.12 ~ 2015.01.18,104920,3
80,너를 사랑해,S.E.S.,S.E.S. 2,2015.01.12 ~ 2015.01.18,27316,3
81,한강앞에서,나비 (Navi),REAL STORY,2015.01.12 ~ 2015.01.18,10390,3
82,틈,"소유 (SOYOU), 권순일 (어반자카파), 박용인 (어반자카파)",소유X어반자카파 (권순일&박용인) '틈',2015.01.12 ~ 2015.01.18,46258,3
83,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.01.12 ~ 2015.01.18,55204,3
84,잠 못 드는 밤 비는 내리고,김건모,Kim Gun Mo,2015.01.12 ~ 2015.01.18,30823,3
85,LOVE IS YOU,"케이윌, 씨스타, 정기고, 매드클라운, 보이프렌드, 주영",Starship Planet 2014 (스타쉽플래닛),2015.01.12 ~ 2015.01.18,15056,3
86,"이리와봐 (Feat. Dok2, BOBBY)",MASTA WU,이리와봐,2015.01.12 ~ 2015.01.18,18234,3
87,슬퍼지려 하기 전에 (R&B Vers.),쿨 (COOL),Cool Best,2015.01.12 ~ 2015.01.18,10333,3
88,현명한 선택,소찬휘,Eight Times - Begin Again,2015.01.12 ~ 2015.01.18,15675,3
89,사랑,먼데이 키즈 (Monday Kiz),사랑,2015.01.12 ~ 2015.01.18,5648,3
90,그사람,박화요비,820211,2015.01.12 ~ 2015.01.18,9161,3
91,펑펑,알리 (ALi),TURNING POINT,2015.01.12 ~ 2015.01.18,56816,3
92,Tough Cookie (Feat. Don Mills),지코 (ZICO),Tough Cookie,2015.01.12 ~ 2015.01.18,51598,3
93,마음대로,이진아,K팝 스타 시즌4 '마음대로',2015.01.12 ~ 2015.01.18,18603,3
94,가슴을 차갑게,노을,보이지 않는 것들,2015.01.12 ~ 2015.01.18,4996,3
95,마음 단단히 먹어 (Feat. 에일리),MC몽,MISS ME OR DISS ME,2015.01.12 ~ 2015.01.18,29828,3
96,Love Belt (Feat. 윤하),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.12 ~ 2015.01.18,21543,3
97,"December, 2014 (The Winter's Tale)",EXO,EXOLOGY CHAPTER 1: THE LOST PLANET,2015.01.12 ~ 2015.01.18,69627,3
98,뜨겁게 나를,윤하 (YOUNHA),피노키오 OST Part.7,2015.01.12 ~ 2015.01.18,8086,3
99,우리 다시 사랑한다면,2BIC(투빅),Genuine,2015.01.12 ~ 2015.01.18,14040,3
100,마일리지 (Mileage) (With YDG),정용화,어느 멋진 날,2015.01.12 ~ 2015.01.18,7178,3
1,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.01.19 ~ 2015.01.25,55204,4
2,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.01.19 ~ 2015.01.25,77338,4
3,또 운다 또,다비치,DAVICHI HUG,2015.01.19 ~ 2015.01.25,46891,4
4,목소리,노을,보이지 않는 것들,2015.01.19 ~ 2015.01.25,57904,4
5,위아래,EXID,위아래,2015.01.19 ~ 2015.01.25,78021,4
6,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이",NO.MERCY (노머시) Part.2,2015.01.19 ~ 2015.01.25,51343,4
7,LUV,Apink (에이핑크),Pink LUV,2015.01.19 ~ 2015.01.25,100247,4
8,사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2015.01.19 ~ 2015.01.25,102291,4
9,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2015.01.19 ~ 2015.01.25,244285,4
10,Problem (Feat. Iggy Azalea),Ariana Grande,Problem,2015.01.19 ~ 2015.01.25,84482,4
11,GOOD BOY,GD X TAEYANG,GOOD BOY,2015.01.19 ~ 2015.01.25,91016,4
12,사뿐사뿐,AOA,사뿐사뿐,2015.01.19 ~ 2015.01.25,52172,4
13,Angel,"타이거JK, 윤미래, 비지 (Bizzy)",Angel,2015.01.19 ~ 2015.01.25,45969,4
14,데자-부 (Deja-Boo) (Feat. Zion.T),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.19 ~ 2015.01.25,51703,4
15,행복해서 미안해,다비치,DAVICHI HUG,2015.01.19 ~ 2015.01.25,28672,4
16,세 사람 (With 성시경),토이,Da Capo,2015.01.19 ~ 2015.01.25,107579,4
17,싱숭생숭 (SsSs),"다이나믹 듀오, 박정현",싱숭생숭 (SsSs),2015.01.19 ~ 2015.01.25,51925,4
18,잘못된 만남,김건모,Kim Gun Mo 3,2015.01.19 ~ 2015.01.25,57388,4
19,니가 모르게 (You Don't Know),로꼬,LOCOMOTIVE,2015.01.19 ~ 2015.01.25,115355,4
20,You,지소울 (GSoul),Coming Home,2015.01.19 ~ 2015.01.25,32068,4
21,신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,2015.01.19 ~ 2015.01.25,114068,4
22,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2015.01.19 ~ 2015.01.25,114744,4
23,12시 30분,비스트,TIME,2015.01.19 ~ 2015.01.25,102179,4
24,야생화,박효신,야생화,2015.01.19 ~ 2015.01.25,324394,4
25,HAPPY TOGETHER,박효신,HAPPY TOGETHER,2015.01.19 ~ 2015.01.25,75151,4
26,지워 (Feat. 아이언),"효린, 주영",지워,2015.01.19 ~ 2015.01.25,36789,4
27,환청 (Feat. 나쑈 (NaShow)),장재인(JEIN),킬미힐미 OST Part.1,2015.01.19 ~ 2015.01.25,63048,4
28,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라,2015.01.19 ~ 2015.01.25,51375,4
29,Lost Stars,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,2015.01.19 ~ 2015.01.25,274048,4
30,잊지 말기로 해 (Bonus Track),"성시경, 권진아",Winter Wonderland,2015.01.19 ~ 2015.01.25,54365,4
31,내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,MISS ME OR DISS ME,2015.01.19 ~ 2015.01.25,51420,4
32,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME,2015.01.19 ~ 2015.01.25,96703,4
33,악몽 (Feat. 박수진),배치기,악몽,2015.01.19 ~ 2015.01.25,19687,4
34,I'm Not The Only One,Sam Smith,In The Lonely Hour,2015.01.19 ~ 2015.01.25,295543,4
35,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),신발장,2015.01.19 ~ 2015.01.25,95634,4
36,그대도 같은가요,에일리(Ailee),빛나거나 미치거나 OST Part.1,2015.01.19 ~ 2015.01.25,14947,4
37,공허해,WINNER,2014 S/S,2015.01.19 ~ 2015.01.25,151656,4
38,그녀와의 이별,김현정,Legend,2015.01.19 ~ 2015.01.25,34444,4
39,산다는 건 (Cheer Up),홍진영,인생노트 (LIFE NOTE),2015.01.19 ~ 2015.01.25,51420,4
40,전화번호,지누션,노.라.보.세. 4집,2015.01.19 ~ 2015.01.25,17558,4
41,손대지마,에일리(Ailee),Magazine,2015.01.19 ~ 2015.01.25,68909,4
42,쓰담쓰담,10CM,3.0,2015.01.19 ~ 2015.01.25,59094,4
43,어느 멋진 날,정용화,어느 멋진 날,2015.01.19 ~ 2015.01.25,22164,4
44,My Love,에디킴,Sing Sing Sing,2015.01.19 ~ 2015.01.25,21853,4
45,피노키오,로이킴,피노키오 OST Part.2,2015.01.19 ~ 2015.01.25,44418,4
46,"Cheers (Feat. Beenzino, Babylon)","개코, 얀키 (YANKIE)",Cheers,2015.01.19 ~ 2015.01.25,17252,4
