rank,title,singer,album,date,like
21,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.02.22.04,436857
24,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.02.22.04,96484
25,METEOR,창모 (CHANGMO),Boyhood,2021.02.22.04,307075
27,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.02.22.04,438895
30,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.02.22.04,217388
33,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.02.22.04,415365
37,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.02.22.04,289430
39,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.02.22.04,445220
44,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.02.22.04,561706
47,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.02.22.04,144693
51,Love poem,아이유,Love poem,2021.02.22.04,353279
54,너를 만나,폴킴,너를 만나,2021.02.22.04,328645
58,안녕,폴킴,호텔 델루나 OST Part.10,2021.02.22.04,222303
69,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.02.22.04,174425
75,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.02.22.04,312915
98,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2021.02.22.04,265321
3,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.03.01.01,230591
4,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.03.01.01,463004
9,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.03.01.01,243478
10,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.03.01.01,216257
12,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.03.01.01,399766
14,Blueming,아이유,Love poem,2021.03.01.01,364438
17,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.03.01.01,319194
18,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.03.01.01,96484
20,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.03.01.01,436857
23,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.03.01.01,208063
24,Life Goes On,방탄소년단,BE,2021.03.01.01,245678
26,METEOR,창모 (CHANGMO),Boyhood,2021.03.01.01,307075
27,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.03.01.01,438895
30,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.03.01.01,217388
33,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.03.01.01,415365
37,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.03.01.01,289430
44,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.03.01.01,445220
49,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.03.01.01,561706
53,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.03.01.01,144693
55,Love poem,아이유,Love poem,2021.03.01.01,353279
56,너를 만나,폴킴,너를 만나,2021.03.01.01,328645
62,안녕,폴킴,호텔 델루나 OST Part.10,2021.03.01.01,222303
67,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.03.01.01,174425
71,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.03.01.01,312915
4,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.03.08.02,230591
5,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.03.08.02,463004
9,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.03.08.02,216257
11,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.03.08.02,243478
14,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.03.08.02,399766
15,Blueming,아이유,Love poem,2021.03.08.02,364438
16,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.03.08.02,319194
19,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.03.08.02,96484
22,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.03.08.02,436857
24,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.03.08.02,208063
25,METEOR,창모 (CHANGMO),Boyhood,2021.03.08.02,307075
27,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.03.08.02,438895
28,Life Goes On,방탄소년단,BE,2021.03.08.02,245678
32,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.03.08.02,415365
33,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.03.08.02,217388
37,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.03.08.02,289430
43,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.03.08.02,445220
49,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.03.08.02,561706
53,Gone,로제 (ROSÉ),R,2021.03.08.02,120601
54,너를 만나,폴킴,너를 만나,2021.03.08.02,328645
55,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.03.08.02,144693
58,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.03.08.02,174425
62,Love poem,아이유,Love poem,2021.03.08.02,353279
65,안녕,폴킴,호텔 델루나 OST Part.10,2021.03.08.02,222303
72,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.03.08.02,312915
5,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.03.15.03,463004
6,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.03.15.03,230591
8,Gone,로제 (ROSÉ),R,2021.03.15.03,120601
9,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.03.15.03,216257
13,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.03.15.03,243478
16,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.03.15.03,399766
17,Blueming,아이유,Love poem,2021.03.15.03,364438
18,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.03.15.03,319194
19,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.03.15.03,96484
23,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.03.15.03,436857
26,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.03.15.03,208063
27,METEOR,창모 (CHANGMO),Boyhood,2021.03.15.03,307075
28,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.03.15.03,438895
29,Life Goes On,방탄소년단,BE,2021.03.15.03,245678
33,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.03.15.03,415365
36,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.03.15.03,217388
39,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.03.15.03,289430
45,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.03.15.03,561706
47,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.03.15.03,445220
54,너를 만나,폴킴,너를 만나,2021.03.15.03,328645
57,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.03.15.03,174425
59,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.03.15.03,144693
63,Love poem,아이유,Love poem,2021.03.15.03,353279
66,안녕,폴킴,호텔 델루나 OST Part.10,2021.03.15.03,222303
71,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.03.15.03,312915
6,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.03.22.04,463004
7,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.03.22.04,230591
10,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.03.22.04,216257
13,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.03.22.04,243478
15,Gone,로제 (ROSÉ),R,2021.03.22.04,120601
19,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.03.22.04,399766
20,Blueming,아이유,Love poem,2021.03.22.04,364438
21,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.03.22.04,319194
23,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.03.22.04,96484
26,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.03.22.04,436857
31,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.03.22.04,208063
32,Life Goes On,방탄소년단,BE,2021.03.22.04,245678
33,METEOR,창모 (CHANGMO),Boyhood,2021.03.22.04,307075
34,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.03.22.04,438895
37,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.03.22.04,561706
39,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.03.22.04,415365
47,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.03.22.04,217388
49,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.03.22.04,289430
52,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.03.22.04,445220
63,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.03.22.04,174425
65,너를 만나,폴킴,너를 만나,2021.03.22.04,328645
70,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.03.22.04,144693
71,Love poem,아이유,Love poem,2021.03.22.04,353279
76,안녕,폴킴,호텔 델루나 OST Part.10,2021.03.22.04,222303
78,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.03.22.04,312915
7,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.03.29.01,463004
10,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.03.29.01,216257
11,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.03.29.01,230591
18,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.03.29.01,243478
20,Blueming,아이유,Love poem,2021.03.29.01,364438
21,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.03.29.01,399766
23,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.03.29.01,319194
29,Gone,로제 (ROSÉ),R,2021.03.29.01,120601
30,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.03.29.01,96484
32,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.03.29.01,436857
33,Life Goes On,방탄소년단,BE,2021.03.29.01,245678
34,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.03.29.01,561706
36,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.03.29.01,208063
38,METEOR,창모 (CHANGMO),Boyhood,2021.03.29.01,307075
39,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.03.29.01,438895
44,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.03.29.01,415365
46,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.03.29.01,445220
49,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.03.29.01,217388
51,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.03.29.01,289430
63,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.03.29.01,174425
69,Love poem,아이유,Love poem,2021.03.29.01,353279
70,너를 만나,폴킴,너를 만나,2021.03.29.01,328645
73,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.03.29.01,144693
77,안녕,폴킴,호텔 델루나 OST Part.10,2021.03.29.01,222303
80,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.03.29.01,312915
89,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2021.03.29.01,345227
99,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2021.03.29.01,234204
7,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.04.05.02,216257
9,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.04.05.02,463004
11,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.04.05.02,230591
17,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.04.05.02,399766
18,Blueming,아이유,Love poem,2021.04.05.02,364438
21,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.04.05.02,243478
24,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.04.05.02,319194
27,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.04.05.02,96484
29,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.04.05.02,436857
32,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.04.05.02,561706
33,Gone,로제 (ROSÉ),R,2021.04.05.02,120601
34,Life Goes On,방탄소년단,BE,2021.04.05.02,245678
35,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.04.05.02,208063
36,METEOR,창모 (CHANGMO),Boyhood,2021.04.05.02,307075
40,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.04.05.02,438895
41,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.04.05.02,415365
46,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.04.05.02,445220
49,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.04.05.02,289430
50,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.04.05.02,217388
58,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.04.05.02,174425
60,Love poem,아이유,Love poem,2021.04.05.02,353279
69,너를 만나,폴킴,너를 만나,2021.04.05.02,328645
72,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.04.05.02,144693
75,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2021.04.05.02,234204
76,안녕,폴킴,호텔 델루나 OST Part.10,2021.04.05.02,222303
80,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.04.05.02,312915
83,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2021.04.05.02,345227
8,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.04.12.03,216257
11,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.04.12.03,463004
13,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.04.12.03,230591
16,Blueming,아이유,Love poem,2021.04.12.03,364438
17,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.04.12.03,399766
18,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.04.12.03,243478
25,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.04.12.03,319194
27,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.04.12.03,96484
29,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.04.12.03,436857
33,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.04.12.03,208063
35,METEOR,창모 (CHANGMO),Boyhood,2021.04.12.03,307075
37,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.04.12.03,438895
39,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.04.12.03,561706
40,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.04.12.03,415365
41,Life Goes On,방탄소년단,BE,2021.04.12.03,245678
44,Gone,로제 (ROSÉ),R,2021.04.12.03,120601
49,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.04.12.03,289430
50,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.04.12.03,217388
51,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.04.12.03,445220
58,Love poem,아이유,Love poem,2021.04.12.03,353279
59,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.04.12.03,174425
65,너를 만나,폴킴,너를 만나,2021.04.12.03,328645
71,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.04.12.03,144693
72,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.04.12.03,312915
76,안녕,폴킴,호텔 델루나 OST Part.10,2021.04.12.03,222303
82,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2021.04.12.03,234204
9,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.04.19.04,216257
12,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.04.19.04,463004
16,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.04.19.04,230591
18,Blueming,아이유,Love poem,2021.04.19.04,364438
19,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.04.19.04,399766
21,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.04.19.04,243478
27,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.04.19.04,319194
29,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.04.19.04,96484
32,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.04.19.04,436857
37,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.04.19.04,208063
38,METEOR,창모 (CHANGMO),Boyhood,2021.04.19.04,307075
41,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.04.19.04,415365
42,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.04.19.04,438895
44,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.04.19.04,561706
46,Life Goes On,방탄소년단,BE,2021.04.19.04,245678
49,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.04.19.04,289430
51,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.04.19.04,445220
53,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.04.19.04,217388
57,Gone,로제 (ROSÉ),R,2021.04.19.04,120601
61,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.04.19.04,174425
66,Love poem,아이유,Love poem,2021.04.19.04,353279
71,너를 만나,폴킴,너를 만나,2021.04.19.04,328645
76,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.04.19.04,144693
77,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.04.19.04,312915
81,안녕,폴킴,호텔 델루나 OST Part.10,2021.04.19.04,222303
95,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2021.04.19.04,234204
10,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.04.26.05,216257
11,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.04.26.05,463004
15,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.04.26.05,230591
19,Blueming,아이유,Love poem,2021.04.26.05,364438
20,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.04.26.05,399766
21,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.04.26.05,243478
27,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.04.26.05,319194
30,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.04.26.05,96484
32,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.04.26.05,436857
35,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.04.26.05,208063
37,METEOR,창모 (CHANGMO),Boyhood,2021.04.26.05,307075
41,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.04.26.05,415365
43,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.04.26.05,438895
49,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.04.26.05,561706
51,Life Goes On,방탄소년단,BE,2021.04.26.05,245678
52,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.04.26.05,289430
53,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.04.26.05,445220
54,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.04.26.05,217388
63,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.04.26.05,174425
68,Love poem,아이유,Love poem,2021.04.26.05,353279
70,Gone,로제 (ROSÉ),R,2021.04.26.05,120601
73,너를 만나,폴킴,너를 만나,2021.04.26.05,328645
79,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.04.26.05,144693
80,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.04.26.05,312915
84,안녕,폴킴,호텔 델루나 OST Part.10,2021.04.26.05,222303
9,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.05.03.01,463004
10,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.05.03.01,216257
15,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.05.03.01,230591
20,Blueming,아이유,Love poem,2021.05.03.01,364438
21,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.05.03.01,243478
23,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.05.03.01,399766
29,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.05.03.01,319194
32,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.05.03.01,96484
33,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.05.03.01,436857
36,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.05.03.01,208063
37,METEOR,창모 (CHANGMO),Boyhood,2021.05.03.01,307075
41,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.05.03.01,415365
43,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.05.03.01,438895
50,Life Goes On,방탄소년단,BE,2021.05.03.01,245678
51,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.05.03.01,289430
52,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.05.03.01,561706
54,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.05.03.01,445220
56,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2021.05.03.01,217388
62,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2021.05.03.01,174425
71,Love poem,아이유,Love poem,2021.05.03.01,353279
72,너를 만나,폴킴,너를 만나,2021.05.03.01,328645
74,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2021.05.03.01,312915
76,Gone,로제 (ROSÉ),R,2021.05.03.01,120601
77,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2021.05.03.01,144693
87,안녕,폴킴,호텔 델루나 OST Part.10,2021.05.03.01,222303
100,Off My Face,Justin Bieber,Justice (The Complete Edition),2021.05.03.01,190150
8,Dynamite,방탄소년단,Dynamite (DayTime Version),2021.05.10.02,463004
11,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2021.05.10.02,216257
18,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2021.05.10.02,230591
23,Blueming,아이유,Love poem,2021.05.10.02,364438
24,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),2021.05.10.02,243478
27,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,2021.05.10.02,399766
33,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2021.05.10.02,319194
34,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2021.05.10.02,436857
35,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,2021.05.10.02,96484
39,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],2021.05.10.02,208063
42,METEOR,창모 (CHANGMO),Boyhood,2021.05.10.02,307075
43,2002,Anne-Marie,Speak Your Mind (Deluxe),2021.05.10.02,415365
44,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2021.05.10.02,438895
52,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2021.05.10.02,445220
54,Life Goes On,방탄소년단,BE,2021.05.10.02,245678
55,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2021.05.10.02,289430
56,봄날,방탄소년단,YOU NEVER WALK ALONE,2021.05.10.02,561706
