rank,title,singer,album,date,like
13,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.02.27.01,249361
14,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.02.27.01,206592
18,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.02.27.01,295879
21,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.02.27.01,212198
25,해요 (2022),#안녕,해요 (2022),2023.02.27.01,97912
29,취중고백,김민석,취중고백,2023.02.27.01,183413
36,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.02.27.01,283178
45,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.02.27.01,188432
51,ELEVEN,IVE (아이브),ELEVEN,2023.02.27.01,192152
52,우리들의 블루스,임영웅,IM HERO,2023.02.27.01,104437
53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.02.27.01,438895
59,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.02.27.01,463005
63,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2023.02.27.01,230591
64,다시 만날 수 있을까,임영웅,IM HERO,2023.02.27.01,84925
67,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.02.27.01,190151
73,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.02.27.01,561706
77,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.02.27.01,174425
78,Butter,방탄소년단,Butter,2023.02.27.01,296563
82,무지개,임영웅,IM HERO,2023.02.27.01,74103
83,London Boy,임영웅,Polaroid,2023.02.27.01,60778
84,주저하는 연인들을 위해,잔나비,전설,2023.02.27.01,416855
85,아버지,임영웅,IM HERO,2023.02.27.01,59517
91,Polaroid,임영웅,Polaroid,2023.02.27.01,54686
93,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.02.27.01,230596
94,인생찬가,임영웅,IM HERO,2023.02.27.01,54561
95,A bientot,임영웅,IM HERO,2023.02.27.01,55639
96,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2023.02.27.01,216257
100,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2023.02.27.01,135143
1,Ditto,NewJeans,NewJeans 'OMG',2023.03.06.02,281587
3,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.03.06.02,287893
5,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.03.06.02,322187
8,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.03.06.02,202590
9,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.03.06.02,239228
12,After LIKE,IVE (아이브),After LIKE,2023.03.06.02,241598
15,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.03.06.02,249361
16,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.06.02,206592
19,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.03.06.02,295879
22,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.03.06.02,212198
26,해요 (2022),#안녕,해요 (2022),2023.03.06.02,97912
30,취중고백,김민석,취중고백,2023.03.06.02,183413
34,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.03.06.02,283178
46,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.03.06.02,188432
52,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.03.06.02,438895
53,우리들의 블루스,임영웅,IM HERO,2023.03.06.02,104437
56,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.03.06.02,463005
57,ELEVEN,IVE (아이브),ELEVEN,2023.03.06.02,192152
64,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.03.06.02,561706
66,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.03.06.02,190151
71,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2023.03.06.02,230591
72,다시 만날 수 있을까,임영웅,IM HERO,2023.03.06.02,84925
78,Butter,방탄소년단,Butter,2023.03.06.02,296563
82,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.03.06.02,174425
84,London Boy,임영웅,Polaroid,2023.03.06.02,60778
85,무지개,임영웅,IM HERO,2023.03.06.02,74103
88,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.03.06.02,230596
91,주저하는 연인들을 위해,잔나비,전설,2023.03.06.02,416855
93,아버지,임영웅,IM HERO,2023.03.06.02,59517
95,Polaroid,임영웅,Polaroid,2023.03.06.02,54686
96,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2023.03.06.02,216257
98,인생찬가,임영웅,IM HERO,2023.03.06.02,54561
99,A bientot,임영웅,IM HERO,2023.03.06.02,55639
1,Ditto,NewJeans,NewJeans 'OMG',2023.03.13.03,281587
3,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.03.13.03,287893
5,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.03.13.03,322187
9,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.03.13.03,202590
10,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.03.13.03,239228
12,After LIKE,IVE (아이브),After LIKE,2023.03.13.03,241598
16,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.03.13.03,249361
17,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.13.03,206592
20,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.03.13.03,295879
24,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.03.13.03,212198
29,해요 (2022),#안녕,해요 (2022),2023.03.13.03,97912
33,취중고백,김민석,취중고백,2023.03.13.03,183413
36,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.03.13.03,283178
49,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.03.13.03,188432
55,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.03.13.03,438895
56,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.03.13.03,463005
58,우리들의 블루스,임영웅,IM HERO,2023.03.13.03,104437
61,ELEVEN,IVE (아이브),ELEVEN,2023.03.13.03,192152
63,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.03.13.03,561706
67,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.03.13.03,190151
71,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2023.03.13.03,230591
74,다시 만날 수 있을까,임영웅,IM HERO,2023.03.13.03,84925
76,Butter,방탄소년단,Butter,2023.03.13.03,296563
82,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.03.13.03,174425
87,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.03.13.03,230596
88,London Boy,임영웅,Polaroid,2023.03.13.03,60778
89,무지개,임영웅,IM HERO,2023.03.13.03,74103
91,주저하는 연인들을 위해,잔나비,전설,2023.03.13.03,416855
93,아버지,임영웅,IM HERO,2023.03.13.03,59517
95,Polaroid,임영웅,Polaroid,2023.03.13.03,54686
96,내 손을 잡아,아이유,최고의 사랑 OST Part.4,2023.03.13.03,216257
99,인생찬가,임영웅,IM HERO,2023.03.13.03,54561
100,A bientot,임영웅,IM HERO,2023.03.13.03,55639
1,Ditto,NewJeans,NewJeans 'OMG',2023.03.20.04,281587
3,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.03.20.04,287893
4,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.03.20.04,322187
9,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.03.20.04,202590
11,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.03.20.04,239228
14,After LIKE,IVE (아이브),After LIKE,2023.03.20.04,241598
17,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.03.20.04,249361
18,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.20.04,206592
22,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.03.20.04,295879
23,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.03.20.04,212198
31,해요 (2022),#안녕,해요 (2022),2023.03.20.04,97912
35,취중고백,김민석,취중고백,2023.03.20.04,183413
37,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.03.20.04,283178
50,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.03.20.04,188432
52,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.03.20.04,463005
56,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.03.20.04,561706
57,우리들의 블루스,임영웅,IM HERO,2023.03.20.04,104437
59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.03.20.04,438895
60,ELEVEN,IVE (아이브),ELEVEN,2023.03.20.04,192152
71,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.03.20.04,190151
73,Butter,방탄소년단,Butter,2023.03.20.04,296563
76,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2023.03.20.04,230591
77,다시 만날 수 있을까,임영웅,IM HERO,2023.03.20.04,84925
82,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.03.20.04,174425
84,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.03.20.04,230596
86,London Boy,임영웅,Polaroid,2023.03.20.04,60778
90,Polaroid,임영웅,Polaroid,2023.03.20.04,54686
91,무지개,임영웅,IM HERO,2023.03.20.04,74103
94,주저하는 연인들을 위해,잔나비,전설,2023.03.20.04,416855
96,아버지,임영웅,IM HERO,2023.03.20.04,59517
99,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2023.03.20.04,234203
2,Ditto,NewJeans,NewJeans 'OMG',2023.03.27.05,281587
3,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.03.27.05,287893
6,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.03.27.05,322187
8,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.03.27.05,202590
12,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.03.27.05,239228
14,After LIKE,IVE (아이브),After LIKE,2023.03.27.05,241598
17,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.03.27.05,249361
18,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.27.05,206592
25,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.03.27.05,212198
26,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.03.27.05,295879
37,해요 (2022),#안녕,해요 (2022),2023.03.27.05,97912
40,취중고백,김민석,취중고백,2023.03.27.05,183413
41,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.03.27.05,283178
52,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.03.27.05,188432
53,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2023.03.27.05,345227
56,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2023.03.27.05,234203
57,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.03.27.05,561706
59,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.03.27.05,463005
61,ELEVEN,IVE (아이브),ELEVEN,2023.03.27.05,192152
62,우리들의 블루스,임영웅,IM HERO,2023.03.27.05,104437
66,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.03.27.05,438895
76,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.03.27.05,190151
79,Butter,방탄소년단,Butter,2023.03.27.05,296563
81,다시 만날 수 있을까,임영웅,IM HERO,2023.03.27.05,84925
86,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2023.03.27.05,177245
88,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.03.27.05,174425
89,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2023.03.27.05,230591
90,London Boy,임영웅,Polaroid,2023.03.27.05,60778
92,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.03.27.05,230596
93,Polaroid,임영웅,Polaroid,2023.03.27.05,54686
96,무지개,임영웅,IM HERO,2023.03.27.05,74103
100,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2023.03.27.05,202684
3,Ditto,NewJeans,NewJeans 'OMG',2023.04.03.01,281587
4,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.03.01,287893
7,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.04.03.01,322187
8,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.04.03.01,202590
16,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.03.01,239228
17,After LIKE,IVE (아이브),After LIKE,2023.04.03.01,241598
22,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.04.03.01,249361
23,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.04.03.01,206592
27,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.04.03.01,295879
29,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.04.03.01,212198
35,해요 (2022),#안녕,해요 (2022),2023.04.03.01,97912
39,취중고백,김민석,취중고백,2023.04.03.01,183413
42,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.04.03.01,283178
52,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.04.03.01,188433
54,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2023.04.03.01,234203
56,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.04.03.01,463005
59,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.04.03.01,561706
60,우리들의 블루스,임영웅,IM HERO,2023.04.03.01,104437
61,ELEVEN,IVE (아이브),ELEVEN,2023.04.03.01,192152
63,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.04.03.01,438895
67,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2023.04.03.01,345227
73,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.04.03.01,190151
76,Butter,방탄소년단,Butter,2023.04.03.01,296563
77,다시 만날 수 있을까,임영웅,IM HERO,2023.04.03.01,84925
82,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2023.04.03.01,177245
83,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.04.03.01,174425
87,London Boy,임영웅,Polaroid,2023.04.03.01,60778
90,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.04.03.01,230596
91,Polaroid,임영웅,Polaroid,2023.04.03.01,54686
95,무지개,임영웅,IM HERO,2023.04.03.01,74103
97,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2023.04.03.01,230591
4,Ditto,NewJeans,NewJeans 'OMG',2023.04.10.02,281587
5,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.10.02,287893
9,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.04.10.02,322187
10,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.04.10.02,202590
17,After LIKE,IVE (아이브),After LIKE,2023.04.10.02,241598
18,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.10.02,239228
24,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.04.10.02,249361
26,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.04.10.02,206592
28,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.04.10.02,212198
29,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.04.10.02,295879
36,해요 (2022),#안녕,해요 (2022),2023.04.10.02,97912
43,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.04.10.02,283178
44,취중고백,김민석,취중고백,2023.04.10.02,183413
52,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.04.10.02,188433
56,우리들의 블루스,임영웅,IM HERO,2023.04.10.02,104437
57,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.04.10.02,463005
58,ELEVEN,IVE (아이브),ELEVEN,2023.04.10.02,192152
61,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.04.10.02,561706
64,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.04.10.02,438895
74,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2023.04.10.02,234203
76,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.04.10.02,190151
77,다시 만날 수 있을까,임영웅,IM HERO,2023.04.10.02,84925
80,Butter,방탄소년단,Butter,2023.04.10.02,296563
84,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.04.10.02,174425
86,London Boy,임영웅,Polaroid,2023.04.10.02,60778
89,Polaroid,임영웅,Polaroid,2023.04.10.02,54686
90,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.04.10.02,230596
91,무지개,임영웅,IM HERO,2023.04.10.02,74103
95,아버지,임영웅,IM HERO,2023.04.10.02,59517
96,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2023.04.10.02,345227
99,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),2023.04.10.02,230591
4,Ditto,NewJeans,NewJeans 'OMG',2023.04.17.03,281587
5,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.17.03,287893
8,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.04.17.03,322187
11,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.04.17.03,202590
15,After LIKE,IVE (아이브),After LIKE,2023.04.17.03,241598
19,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.17.03,239228
21,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.04.17.03,249361
26,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.04.17.03,206592
29,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.04.17.03,212198
31,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.04.17.03,295879
37,해요 (2022),#안녕,해요 (2022),2023.04.17.03,97912
43,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.04.17.03,283178
45,취중고백,김민석,취중고백,2023.04.17.03,183413
56,ELEVEN,IVE (아이브),ELEVEN,2023.04.17.03,192152
57,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.04.17.03,188433
58,우리들의 블루스,임영웅,IM HERO,2023.04.17.03,104437
61,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.04.17.03,463005
64,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.04.17.03,561706
66,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.04.17.03,438895
73,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.04.17.03,190151
74,다시 만날 수 있을까,임영웅,IM HERO,2023.04.17.03,84925
77,Butter,방탄소년단,Butter,2023.04.17.03,296563
79,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.04.17.03,174425
82,London Boy,임영웅,Polaroid,2023.04.17.03,60778
88,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.04.17.03,230596
89,Polaroid,임영웅,Polaroid,2023.04.17.03,54686
94,무지개,임영웅,IM HERO,2023.04.17.03,74103
95,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2023.04.17.03,234203
96,아버지,임영웅,IM HERO,2023.04.17.03,59517
4,Ditto,NewJeans,NewJeans 'OMG',2023.04.24.04,281587
5,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.24.04,287893
11,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.04.24.04,322187
13,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.04.24.04,202590
16,After LIKE,IVE (아이브),After LIKE,2023.04.24.04,241598
18,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.04.24.04,239228
21,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.04.24.04,249361
28,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.04.24.04,206592
29,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.04.24.04,212198
34,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.04.24.04,295879
39,해요 (2022),#안녕,해요 (2022),2023.04.24.04,97912
46,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.04.24.04,283178
47,취중고백,김민석,취중고백,2023.04.24.04,183413
55,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.04.24.04,463005
57,우리들의 블루스,임영웅,IM HERO,2023.04.24.04,104437
58,ELEVEN,IVE (아이브),ELEVEN,2023.04.24.04,192152
60,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.04.24.04,188433
65,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.04.24.04,561706
68,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.04.24.04,438895
73,다시 만날 수 있을까,임영웅,IM HERO,2023.04.24.04,84925
74,Butter,방탄소년단,Butter,2023.04.24.04,296563
78,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.04.24.04,190151
81,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.04.24.04,174425
82,London Boy,임영웅,Polaroid,2023.04.24.04,60778
85,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.04.24.04,230596
87,Polaroid,임영웅,Polaroid,2023.04.24.04,54686
92,무지개,임영웅,IM HERO,2023.04.24.04,74103
100,아버지,임영웅,IM HERO,2023.04.24.04,59517
6,Ditto,NewJeans,NewJeans 'OMG',2023.05.01.01,281587
7,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.05.01.01,287893
12,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.05.01.01,322187
15,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.05.01.01,202590
20,After LIKE,IVE (아이브),After LIKE,2023.05.01.01,241598
23,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.05.01.01,239228
27,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.05.01.01,249361
31,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.05.01.01,212198
32,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.05.01.01,206592
34,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.05.01.01,295879
37,해요 (2022),#안녕,해요 (2022),2023.05.01.01,97912
48,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.05.01.01,283178
49,취중고백,김민석,취중고백,2023.05.01.01,183413
53,우리들의 블루스,임영웅,IM HERO,2023.05.01.01,104437
58,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.05.01.01,463005
60,ELEVEN,IVE (아이브),ELEVEN,2023.05.01.01,192152
66,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.05.01.01,188433
72,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.05.01.01,561706
73,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.05.01.01,438895
76,다시 만날 수 있을까,임영웅,IM HERO,2023.05.01.01,84925
77,Butter,방탄소년단,Butter,2023.05.01.01,296563
79,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.05.01.01,174425
82,London Boy,임영웅,Polaroid,2023.05.01.01,60778
84,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.05.01.01,190151
86,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.05.01.01,230596
88,Polaroid,임영웅,Polaroid,2023.05.01.01,54686
92,무지개,임영웅,IM HERO,2023.05.01.01,74103
96,아버지,임영웅,IM HERO,2023.05.01.01,59517
7,Ditto,NewJeans,NewJeans 'OMG',2023.05.08.02,281587
8,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.05.08.02,287893
14,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.05.08.02,322187
18,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.05.08.02,202590
20,After LIKE,IVE (아이브),After LIKE,2023.05.08.02,241598
25,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.05.08.02,239228
27,LOVE DIVE,IVE (아이브),LOVE DIVE,2023.05.08.02,249361
33,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2023.05.08.02,212198
34,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.05.08.02,206592
38,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2023.05.08.02,295879
41,해요 (2022),#안녕,해요 (2022),2023.05.08.02,97913
44,STAY,"The Kid LAROI, Justin Bieber",Stay,2023.05.08.02,283178
48,취중고백,김민석,취중고백,2023.05.08.02,183413
54,우리들의 블루스,임영웅,IM HERO,2023.05.08.02,104437
56,Dynamite,방탄소년단,Dynamite (DayTime Version),2023.05.08.02,463005
60,ELEVEN,IVE (아이브),ELEVEN,2023.05.08.02,192152
64,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2023.05.08.02,188433
71,봄날,방탄소년단,YOU NEVER WALK ALONE,2023.05.08.02,561706
72,다시 만날 수 있을까,임영웅,IM HERO,2023.05.08.02,84925
77,Butter,방탄소년단,Butter,2023.05.08.02,296563
78,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2023.05.08.02,438895
81,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,2023.05.08.02,174425
83,London Boy,임영웅,Polaroid,2023.05.08.02,60778
84,Permission to Dance,방탄소년단,Butter / Permission to Dance,2023.05.08.02,230596
87,Off My Face,Justin Bieber,Justice (The Complete Edition),2023.05.08.02,190151
89,Polaroid,임영웅,Polaroid,2023.05.08.02,54686
90,무지개,임영웅,IM HERO,2023.05.08.02,74103
91,아버지,임영웅,IM HERO,2023.05.08.02,59517
8,Ditto,NewJeans,NewJeans 'OMG',2023.05.15.03,281587
9,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',2023.05.15.03,287893
15,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2023.05.15.03,322187
18,I Don't Think That I Like Her,Charlie Puth,CHARLIE,2023.05.15.03,202590
20,After LIKE,IVE (아이브),After LIKE,2023.05.15.03,241598
26,Attention,NewJeans,NewJeans 1st EP 'New Jeans',2023.05.15.03,239228
