rank,title,singer,album,date,like,year,month,day,week,season
40,Weekend,태연 (TAEYEON),Weekend,2021.12.20.04,199284,2021,12,20,4,1
43,Dreams Come True,aespa,Dreams Come True - SM STATION,2021.12.20.04,109242,2021,12,20,4,1
44,Bad Habits,Ed Sheeran,=,2021.12.20.04,137999,2021,12,20,4,1
45,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)","조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Semi Final,2021.12.20.04,42815,2021,12,20,4,1
48,고백,멜로망스,세 번째 '고백',2021.12.20.04,110533,2021,12,20,4,1
52,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,2021.12.20.04,98184,2021,12,20,4,1
53,첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',2021.12.20.04,287039,2021,12,20,4,1
54,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타),쇼미더머니 10 Episode 3,2021.12.20.04,36807,2021,12,20,4,1
55,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),2021.12.20.04,75857,2021,12,20,4,1
61,탕!♡,MINO (송민호),"""TO INFINITY.""",2021.12.20.04,46788,2021,12,20,4,1
62,너와 나의 Memories,"염따, TOIL, KOONTA (쿤타), 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영",쇼미더머니 10 Episode 1,2021.12.20.04,43015,2021,12,20,4,1
63,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,2021.12.20.04,92572,2021,12,20,4,1
64,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),2021.12.20.04,87312,2021,12,20,4,1
66,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,Under The Influence: Holiday Edition,2021.12.20.04,73545,2021,12,20,4,1
68,밤새 서로 미루다,"존박, 전미도",밤새 서로 미루다,2021.12.20.04,23084,2021,12,20,4,1
69,DUMB DUMB,전소미,DUMB DUMB,2021.12.20.04,103239,2021,12,20,4,1
72,Make It To Christmas,Alessia Cara,Make It To Christmas,2021.12.20.04,59764,2021,12,20,4,1
74,나 그댈위해 시 한편을 쓰겠어,케이시 (Kassy),옛이야기,2021.12.20.04,50290,2021,12,20,4,1
75,그대라는 사치,임영웅,사랑의 콜센타 PART62,2021.12.20.04,44577,2021,12,20,4,1
76,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,2021.12.20.04,120636,2021,12,20,4,1
77,Must Have Love,"SG 워너비, 브라운아이드걸스",SG워너비 & 브라운아이드걸스 싱글,2021.12.20.04,79477,2021,12,20,4,1
80,Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,2021.12.20.04,123149,2021,12,20,4,1
81,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,2021.12.20.04,52438,2021,12,20,4,1
84,다음생이 있다면 당신을 만나서 다시 사랑할래요,임재현,다음생이 있다면 당신을 만나서 다시 사랑할래요,2021.12.20.04,25604,2021,12,20,4,1
86,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2021.12.20.04,295880,2021,12,20,4,1
87,SCIENTIST,TWICE (트와이스),Formula of Love: O+T=<3,2021.12.20.04,44387,2021,12,20,4,1
90,잊었니,임영웅,사랑의 콜센타 PART60,2021.12.20.04,43200,2021,12,20,4,1
91,Underneath The Tree,Kelly Clarkson,Wrapped In Red (Deluxe Version),2021.12.20.04,59742,2021,12,20,4,1
92,"08베이식 (Feat. 염따, punchnello)",베이식 (Basick),쇼미더머니 10 Semi Final,2021.12.20.04,28717,2021,12,20,4,1
93,TROUBLE (Prod. Slom),"Don Mills, Northfacegawd, sokodomo, Khakii (카키), 에이체스 (A-Chess)",쇼미더머니 10 Episode 1,2021.12.20.04,40439,2021,12,20,4,1
96,HERO,임영웅,HERO,2021.12.20.04,77055,2021,12,20,4,1
97,끝사랑,임영웅,사랑의 콜센타 PART61,2021.12.20.04,40398,2021,12,20,4,1
98,"Reset (Feat. 개코, Kid Milli) (Prod. 코드 쿤스트)","SINCE, Tabber, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 3,2021.12.20.04,30858,2021,12,20,4,1
100,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2,2021.12.20.04,64750,2021,12,20,4,1
1,Counting Stars (Feat. Beenzino),BE'O (비오),Counting Stars,2021.12.27.05,172096,2021,12,27,5,1
2,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,2021.12.27.05,226939,2021,12,27,5,1
3,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Episode 3,2021.12.27.05,195559,2021,12,27,5,1
4,ELEVEN,IVE (아이브),ELEVEN,2021.12.27.05,192152,2021,12,27,5,1
5,겨울잠,아이유,조각집,2021.12.27.05,131953,2021,12,27,5,1
6,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),쇼미더머니 10 Episode 3,2021.12.27.05,138467,2021,12,27,5,1
7,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,2021.12.27.05,212198,2021,12,27,5,1
8,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),2021.12.27.05,135143,2021,12,27,5,1
9,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student,쇼미더머니 10 Semi Final,2021.12.27.05,84703,2021,12,27,5,1
10,취중고백,김민석,취중고백,2021.12.27.05,183413,2021,12,27,5,1
11,strawberry moon,아이유,strawberry moon,2021.12.27.05,230907,2021,12,27,5,1
12,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),2021.12.27.05,188434,2021,12,27,5,1
13,신호등,이무진,신호등,2021.12.27.05,302825,2021,12,27,5,1
14,Savage,aespa,Savage - The 1st Mini Album,2021.12.27.05,162374,2021,12,27,5,1
15,STAY,"The Kid LAROI, Justin Bieber",Stay,2021.12.27.05,283178,2021,12,27,5,1
16,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight), unofficialboyy, BE'O (비오), 지구인, Mudd the student",쇼미더머니 10 Episode 1,2021.12.27.05,108726,2021,12,27,5,1
17,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Final,2021.12.27.05,89486,2021,12,27,5,1
19,드라마,아이유,조각집,2021.12.27.05,190581,2021,12,27,5,1
20,Wake Up (Prod. 코드 쿤스트),"개코, 아우릴고트 (OUREALGOAT), SINCE, 안병웅, Tabber, 조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 1,2021.12.27.05,102968,2021,12,27,5,1
21,흰눈,먼데이 키즈 (Monday Kiz),흰눈,2021.12.27.05,43984,2021,12,27,5,1
22,너를 생각해,주시크 (Joosiq),너를 생각해,2021.12.27.05,158623,2021,12,27,5,1
23,Dreams Come True,aespa,Dreams Come True - SM STATION,2021.12.27.05,109242,2021,12,27,5,1
24,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)",OHAYO MY NIGHT,2021.12.27.05,221504,2021,12,27,5,1
25,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,2021.12.27.05,191301,2021,12,27,5,1
26,정거장,아이유,조각집,2021.12.27.05,58462,2021,12,27,5,1
27,매일 크리스마스 (Everyday Christmas),다비치,매일 크리스마스 (Everyday Christmas),2021.12.27.05,31919,2021,12,27,5,1
28,문득,BE'O (비오),Bipolar,2021.12.27.05,141834,2021,12,27,5,1
29,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,2021.12.27.05,186130,2021,12,27,5,1
31,Permission to Dance,방탄소년단,Butter / Permission to Dance,2021.12.27.05,230596,2021,12,27,5,1
32,My Universe,"Coldplay, 방탄소년단",My Universe,2021.12.27.05,179361,2021,12,27,5,1
33,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2021.12.27.05,236565,2021,12,27,5,1
35,Still I Love You,토요태,Still I Love You,2021.12.27.05,32915,2021,12,27,5,1
36,Santa Tell Me,Ariana Grande,Santa Tell Me,2021.12.27.05,246443,2021,12,27,5,1
39,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2021.12.27.05,265321,2021,12,27,5,1
40,너,아이유,조각집,2021.12.27.05,42994,2021,12,27,5,1
41,러브레터,아이유,조각집,2021.12.27.05,48576,2021,12,27,5,1
42,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Semi Final,2021.12.27.05,54914,2021,12,27,5,1
43,Weekend,태연 (TAEYEON),Weekend,2021.12.27.05,199284,2021,12,27,5,1
44,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),멜로망스,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),2021.12.27.05,42428,2021,12,27,5,1
47,Christmas Tree,V,그 해 우리는 OST Part.5,2021.12.27.05,136356,2021,12,27,5,1
48,Bad Habits,Ed Sheeran,=,2021.12.27.05,137999,2021,12,27,5,1
49,고백,멜로망스,세 번째 '고백',2021.12.27.05,110533,2021,12,27,5,1
53,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2021.12.27.05,180205,2021,12,27,5,1
54,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,2021.12.27.05,98184,2021,12,27,5,1
55,안녕 우린 헤어져야만 해,"전상근, 신예영",안녕 우린 헤어져야만 해,2021.12.27.05,33071,2021,12,27,5,1
60,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),2021.12.27.05,75857,2021,12,27,5,1
62,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2021.12.27.05,171261,2021,12,27,5,1
63,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)","조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Semi Final,2021.12.27.05,42815,2021,12,27,5,1
65,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,2021.12.27.05,92572,2021,12,27,5,1
66,탕!♡,MINO (송민호),"""TO INFINITY.""",2021.12.27.05,46788,2021,12,27,5,1
68,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타),쇼미더머니 10 Episode 3,2021.12.27.05,36807,2021,12,27,5,1
70,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),2021.12.27.05,87312,2021,12,27,5,1
72,우리가 헤어져야 했던 이유,비비 (BIBI),그 해 우리는 OST Part.2,2021.12.27.05,85430,2021,12,27,5,1
73,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2021.12.27.05,295880,2021,12,27,5,1
74,이별후회,김나영,그 해 우리는 OST Part.4,2021.12.27.05,46264,2021,12,27,5,1
75,DUMB DUMB,전소미,DUMB DUMB,2021.12.27.05,103239,2021,12,27,5,1
77,그대라는 사치,임영웅,사랑의 콜센타 PART62,2021.12.27.05,44577,2021,12,27,5,1
78,밤새 서로 미루다,"존박, 전미도",밤새 서로 미루다,2021.12.27.05,23084,2021,12,27,5,1
79,너와 나의 Memories,"염따, TOIL, KOONTA (쿤타), 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영",쇼미더머니 10 Episode 1,2021.12.27.05,43015,2021,12,27,5,1
80,Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,2021.12.27.05,123149,2021,12,27,5,1
81,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,2021.12.27.05,52438,2021,12,27,5,1
82,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,2021.12.27.05,120636,2021,12,27,5,1
84,Last Christmas,Ariana Grande,Christmas Kisses,2021.12.27.05,70453,2021,12,27,5,1
86,나 그댈위해 시 한편을 쓰겠어,케이시 (Kassy),옛이야기,2021.12.27.05,50290,2021,12,27,5,1
90,서랍,10CM,그 해 우리는 OST Part.1,2021.12.27.05,97694,2021,12,27,5,1
92,잊었니,임영웅,사랑의 콜센타 PART60,2021.12.27.05,43200,2021,12,27,5,1
96,다음생이 있다면 당신을 만나서 다시 사랑할래요,임재현,다음생이 있다면 당신을 만나서 다시 사랑할래요,2021.12.27.05,25604,2021,12,27,5,1
97,HERO,임영웅,HERO,2021.12.27.05,77055,2021,12,27,5,1
99,끝사랑,임영웅,사랑의 콜센타 PART61,2021.12.27.05,40398,2021,12,27,5,1
100,SCIENTIST,TWICE (트와이스),Formula of Love: O+T=<3,2021.12.27.05,44387,2021,12,27,5,1
1,METEOR,창모 (CHANGMO),Boyhood,2019.12.30.01,307075,2019,12,30,1,1
2,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2019.12.30.01,245958,2019,12,30,1,1
3,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2019.12.30.01,168208,2019,12,30,1,1
4,Blueming,아이유,Love poem,2019.12.30.01,364439,2019,12,30,1,1
5,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2019.12.30.01,217388,2019,12,30,1,1
6,Square (2017),백예린 (Yerin Baek),Every letter I sent you.,2019.12.30.01,299856,2019,12,30,1,1
7,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",2019.12.30.01,77335,2019,12,30,1,1
8,HIP,마마무 (Mamamoo),reality in BLACK,2019.12.30.01,141390,2019,12,30,1,1
9,Love poem,아이유,Love poem,2019.12.30.01,353279,2019,12,30,1,1
10,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2019.12.30.01,436857,2019,12,30,1,1
11,나의 오랜 연인에게,다비치,나의 오랜 연인에게,2019.12.30.01,92610,2019,12,30,1,1
12,"Into the Unknown (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, AURORA",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019.12.30.01,171629,2019,12,30,1,1
13,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2019.12.30.01,319194,2019,12,30,1,1
14,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,2019.12.30.01,82281,2019,12,30,1,1
15,조금 취했어 (Prod. 2soo),임재현,조금 취했어,2019.12.30.01,133875,2019,12,30,1,1
16,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2019.12.30.01,289430,2019,12,30,1,1
17,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백,2019.12.30.01,78345,2019,12,30,1,1
18,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,2019.12.30.01,143199,2019,12,30,1,1
19,안녕,폴킴,호텔 델루나 OST Part.10,2019.12.30.01,222303,2019,12,30,1,1
20,이 번호로 전화해줘,바이브,이 번호로 전화해줘,2019.12.30.01,69822,2019,12,30,1,1
21,새 사랑,송하예,새 사랑,2019.12.30.01,102264,2019,12,30,1,1
22,빌었어,창모 (CHANGMO),Boyhood,2019.12.30.01,153890,2019,12,30,1,1
23,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8,2019.12.30.01,83582,2019,12,30,1,1
24,있어줘요,장덕철,있어줘요,2019.12.30.01,90442,2019,12,30,1,1
25,첫 겨울이니까,"성시경, 아이유",첫 겨울이니까,2019.12.30.01,61031,2019,12,30,1,1
28,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,2019.12.30.01,225941,2019,12,30,1,1
29,포장마차,황인욱,포장마차,2019.12.30.01,166110,2019,12,30,1,1
31,이별주,황인욱,이별주,2019.12.30.01,65210,2019,12,30,1,1
33,다시 만날까 봐,V.O.S,다시 만날까 봐,2019.12.30.01,100131,2019,12,30,1,1
34,"Show Yourself (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, Evan Rachel Wood",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019.12.30.01,103225,2019,12,30,1,1
35,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은",BAND,2019.12.30.01,142207,2019,12,30,1,1
36,Obsession,EXO,OBSESSION - The 6th Album,2019.12.30.01,126034,2019,12,30,1,1
37,시간의 바깥,아이유,Love poem,2019.12.30.01,153067,2019,12,30,1,1
38,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,2019.12.30.01,124369,2019,12,30,1,1
40,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7,2019.12.30.01,176894,2019,12,30,1,1
43,차가워진 이 바람엔 우리가 써있어 (Bad Love),HYNN (박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love),2019.12.30.01,83362,2019,12,30,1,1
44,워커홀릭,볼빨간사춘기,Two Five,2019.12.30.01,152787,2019,12,30,1,1
45,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.12.30.01,246443,2019,12,30,1,1
47,Señorita,"Shawn Mendes, Camila Cabello",Señorita,2019.12.30.01,168290,2019,12,30,1,1
48,술이 문제야,"장혜진, 윤민수(바이브)",술이 문제야,2019.12.30.01,159147,2019,12,30,1,1
49,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,2019.12.30.01,243688,2019,12,30,1,1
50,숨겨진 세상 (Into the Unknown End Credit Version),태연 (TAEYEON),겨울왕국 2 (한국어 버전),2019.12.30.01,82415,2019,12,30,1,1
51,가을밤 떠난 너,케이시 (Kassy),Rewind,2019.12.30.01,145409,2019,12,30,1,1
52,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.12.30.01,265321,2019,12,30,1,1
53,잘 살고 있다,V.O.S,잘 살고 있다,2019.12.30.01,40696,2019,12,30,1,1
54,Feel Special,TWICE (트와이스),Feel Special,2019.12.30.01,120582,2019,12,30,1,1
55,허전해,폴킴,"정규 2집 '마음, 하나'",2019.12.30.01,84016,2019,12,30,1,1
56,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기,2019.12.30.01,119164,2019,12,30,1,1
57,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.12.30.01,236565,2019,12,30,1,1
60,Flower,윤미래,사랑의 불시착 OST Part 2,2019.12.30.01,59642,2019,12,30,1,1
61,중2병,"염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 3),2019.12.30.01,32258,2019,12,30,1,1
62,헤어지자 (Prod. 정키),휘인 (Whee In),soar,2019.12.30.01,123403,2019,12,30,1,1
63,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),Red Moon : Happiness,2019.12.30.01,75581,2019,12,30,1,1
64,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",Naomi Scott,Aladdin (Original Motion Picture Soundtrack),2019.12.30.01,243307,2019,12,30,1,1
65,unlucky,아이유,Love poem,2019.12.30.01,131040,2019,12,30,1,1
66,LION,(여자)아이들,퀸덤 <FINAL 컴백 싱글>,2019.12.30.01,116949,2019,12,30,1,1
68,샤넬 (Feat. 박봄),MC몽,CHANNEL 8,2019.12.30.01,46359,2019,12,30,1,1
70,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따,Amanda,2019.12.30.01,46688,2019,12,30,1,1
71,노을,다비치,사랑의 불시착 OST Part 3,2019.12.30.01,42414,2019,12,30,1,1
73,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6,2019.12.30.01,73460,2019,12,30,1,1
74,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2,2019.12.30.01,121073,2019,12,30,1,1
75,벗,닐로(Nilo),벗,2019.12.30.01,77337,2019,12,30,1,1
76,헤어져줘서 고마워,벤,헤어져줘서 고마워,2019.12.30.01,138967,2019,12,30,1,1
77,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2019.12.30.01,180205,2019,12,30,1,1
78,날 보러 와요 (Come See Me),AOA,NEW MOON,2019.12.30.01,48956,2019,12,30,1,1
79,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,2019.12.30.01,98409,2019,12,30,1,1
80,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2019.12.30.01,144693,2019,12,30,1,1
81,이별행동,이우,이별행동,2019.12.30.01,69379,2019,12,30,1,1
82,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2019.12.30.01,171261,2019,12,30,1,1
84,솔직하게 말해서 나,김나영,솔직하게 말해서 나,2019.12.30.01,164873,2019,12,30,1,1
85,그 사람,아이유,Love poem,2019.12.30.01,98149,2019,12,30,1,1
86,텅 (Feat.김하온 (HAON)),빈첸,텅 (Feat.김하온 (HAON)),2019.12.30.01,35403,2019,12,30,1,1
87,Popo (How deep is our love?),백예린 (Yerin Baek),Every letter I sent you.,2019.12.30.01,61736,2019,12,30,1,1
90,Trouble,EXO,OBSESSION - The 6th Album,2019.12.30.01,56514,2019,12,30,1,1
91,그때의 우리,펀치 (Punch),그때의 우리,2019.12.30.01,23366,2019,12,30,1,1
92,0310,백예린 (Yerin Baek),Every letter I sent you.,2019.12.30.01,127761,2019,12,30,1,1
93,나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album,2019.12.30.01,59557,2019,12,30,1,1
94,춤 (Groove),EXO,OBSESSION - The 6th Album,2019.12.30.01,54756,2019,12,30,1,1
95,"FEVER (Feat. 수퍼비, BIBI)",박진영,FEVER,2019.12.30.01,26026,2019,12,30,1,1
96,나를 기다렸나요,한동근,나를 기다렸나요,2019.12.30.01,6841,2019,12,30,1,1
97,지킬 (Jekyll),EXO,OBSESSION - The 6th Album,2019.12.30.01,51328,2019,12,30,1,1
98,떨어지는 낙엽까지도,헤이즈 (Heize),만추,2019.12.30.01,56164,2019,12,30,1,1
100,Ya Ya Ya,EXO,OBSESSION - The 6th Album,2019.12.30.01,49443,2019,12,30,1,1
20,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백,2020.01.06.02,78345,2020,1,6,2,1
38,첫 겨울이니까,"성시경, 아이유",첫 겨울이니까,2020.01.06.02,61031,2020,1,6,2,1
41,시간의 바깥,아이유,Love poem,2020.01.06.02,153067,2020,1,6,2,1
43,"Show Yourself (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, Evan Rachel Wood",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2020.01.06.02,103225,2020,1,6,2,1
49,달려,"염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 4),2020.01.06.02,36125,2020,1,6,2,1
50,먹구름,윤하 (YOUNHA),UNSTABLE MINDSET,2020.01.06.02,65235,2020,1,6,2,1
51,술이 문제야,"장혜진, 윤민수(바이브)",술이 문제야,2020.01.06.02,159147,2020,1,6,2,1
53,가을밤 떠난 너,케이시 (Kassy),Rewind,2020.01.06.02,145409,2020,1,6,2,1
57,Feel Special,TWICE (트와이스),Feel Special,2020.01.06.02,120582,2020,1,6,2,1
60,허전해,폴킴,"정규 2집 '마음, 하나'",2020.01.06.02,84016,2020,1,6,2,1
61,헤어지자 (Prod. 정키),휘인 (Whee In),soar,2020.01.06.02,123403,2020,1,6,2,1
62,숨겨진 세상 (Into the Unknown End Credit Version),태연 (TAEYEON),겨울왕국 2 (한국어 버전),2020.01.06.02,82415,2020,1,6,2,1
64,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,2020.01.06.02,177085,2020,1,6,2,1
65,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",Naomi Scott,Aladdin (Original Motion Picture Soundtrack),2020.01.06.02,243307,2020,1,6,2,1
67,LION,(여자)아이들,퀸덤 <FINAL 컴백 싱글>,2020.01.06.02,116949,2020,1,6,2,1
68,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2020.01.06.02,265321,2020,1,6,2,1
69,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2,2020.01.06.02,121073,2020,1,6,2,1
70,중2병,"염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 3),2020.01.06.02,32258,2020,1,6,2,1
72,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6,2020.01.06.02,73460,2020,1,6,2,1
73,Santa Tell Me,Ariana Grande,Santa Tell Me,2020.01.06.02,246443,2020,1,6,2,1
74,unlucky,아이유,Love poem,2020.01.06.02,131040,2020,1,6,2,1
75,헤어져줘서 고마워,벤,헤어져줘서 고마워,2020.01.06.02,138967,2020,1,6,2,1
76,샤넬 (Feat. 박봄),MC몽,CHANNEL 8,2020.01.06.02,46359,2020,1,6,2,1
78,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따,Amanda,2020.01.06.02,46688,2020,1,6,2,1
79,벗,닐로(Nilo),벗,2020.01.06.02,77337,2020,1,6,2,1
80,날 보러 와요 (Come See Me),AOA,NEW MOON,2020.01.06.02,48956,2020,1,6,2,1
81,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,2020.01.06.02,98409,2020,1,6,2,1
82,솔직하게 말해서 나,김나영,솔직하게 말해서 나,2020.01.06.02,164873,2020,1,6,2,1
83,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2020.01.06.02,255519,2020,1,6,2,1
84,이별행동,이우,이별행동,2020.01.06.02,69379,2020,1,6,2,1
85,WINTER FLOWER(雪中梅)(Feat.RM),윤하 (YOUNHA),UNSTABLE MINDSET,2020.01.06.02,65050,2020,1,6,2,1
86,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2020.01.06.02,320257,2020,1,6,2,1
87,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,2020.01.06.02,273977,2020,1,6,2,1
88,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2020.01.06.02,236565,2020,1,6,2,1
89,그 사람,아이유,Love poem,2020.01.06.02,98149,2020,1,6,2,1
90,Trouble,EXO,OBSESSION - The 6th Album,2020.01.06.02,56514,2020,1,6,2,1
91,나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album,2020.01.06.02,59557,2020,1,6,2,1
93,춤 (Groove),EXO,OBSESSION - The 6th Album,2020.01.06.02,54756,2020,1,6,2,1
94,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2020.01.06.02,180205,2020,1,6,2,1
95,Nerdy Love (Feat. 백예린),pH-1,Nerdy Love (Feat. 백예린),2020.01.06.02,123460,2020,1,6,2,1
96,지킬 (Jekyll),EXO,OBSESSION - The 6th Album,2020.01.06.02,51328,2020,1,6,2,1
97,비,폴킴,비,2020.01.06.02,310873,2020,1,6,2,1
98,사랑의 재개발,유산슬,뽕포유,2020.01.06.02,44633,2020,1,6,2,1
99,Ya Ya Ya,EXO,OBSESSION - The 6th Album,2020.01.06.02,49443,2020,1,6,2,1
100,가끔은,정효빈,가끔은,2020.01.06.02,15912,2020,1,6,2,1
